date,session,number,bill,question,result,description,yeatotal,naytotal
2007-04-25,1,143,S. 761,On the Amendment S.Amdt. 918,Rejected,Coburn Amdt. No. 918; To provide a sunset date.,27,67
2007-04-25,1,144,S. 761,On the Amendment S.Amdt. 921,Rejected,Coburn Amdt. No. 921; To discontinue the Advanced Technology Program of the National Institute of Standards and Technology.,39,57
2007-04-25,1,145,S. 761,On the Amendment S.Amdt. 922,Agreed to,Coburn Amdt. No. 922; To promote transparency at the National Oceanic and Atmospheric Administration.,82,14
2007-04-25,1,146,S. 761,On Passage of the Bill,Passed,"S. 761 As Amended; America Creating Opportunities to Meaningfully Promote Excellence in Technology, Education, and Science Act",88,8
2007-04-26,1,147,H.R. 1591,On the Conference Report,Agreed to,"H.R. 1591 Conference Report; U.S. Troop Readiness, Veterans' Care, Katrina Recovery, and Iraq Accountability Appropriations Act, 2007",51,46
2007-05-02,1,148,S. 1082,On the Amendment S.Amdt. 982,Rejected,Allard Amdt. No. 982; To strike provisions related to market exclusivity.,41,53
2007-05-02,1,149,S. 1082,On the Amendment S.Amdt. 1022,Agreed to,"Durbin Amdt. No. 1022, as Modified; To ensure the safety of human and pet food.",94,0
2007-05-03,1,150,S. 1082,On the Cloture Motion S.Amdt. 990,Agreed to,Motion to Invoke Cloture on the Dorgan Amdt. No. 990; To provide for the importation of prescription drugs.,63,28
2007-05-07,1,151,S. 1082,On the Amendment S.Amdt. 1010,Agreed to,Cochran Amdt. No. 1010; To protect the health and safety of the public.,49,40
2007-05-07,1,152,S. 1082,On the Cloture Motion,Agreed to,Motion to Invoke Cloture on the Committee Substitute as Modified and Amended to S.1082; Food and Drug Administration Revitalization Act,82,8
2007-05-08,1,153,PN20,On the Nomination,Confirmed,"Confirmation Frederick J. Kapala, of Illinois, to be U.S. District Judge",91,0
2007-05-09,1,154,S. 1082,On the Amendment S.Amdt. 1039,Rejected,Grassley Amdt. No. 1039; To clarify the authority of the Office of Surveillance and Epidemiology with respect to postmarket drug safety pursuant to recommendations by the Institute of Medicine.,46,47
2007-05-09,1,155,S. 1082,On the Amendment S.Amdt. 998,Agreed to,Grassley Amdt. No. 998; To provide for the application of stronger civil penalties for violations of approved risk evaluation and mitigation strategies.,64,30
2007-05-09,1,156,S. 1082,On the Amendment S.Amdt. 1034,Rejected,Durbin Amdt. No. 1034; To reduce financial conflict of interest in FDA Advisory Panels.,47,47
2007-05-09,1,157,S. 1082,On Passage of the Bill,Passed,S.1082 as Amended; Food and Drug Administration Revitalization Act,93,1
2007-05-09,1,158,PN11,On the Nomination,Confirmed,Confirmation Debra Ann Livingston to be U.S. Circuit Judge,91,0
2007-05-09,1,159,S.Con.Res. 21,On the Motion,Agreed to,Kyl Motion to Instruct Conferees Re: S. Con. Res. 21; An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2008 and including the appropriate budgetary levels for fiscal years 2007 and 2009 through 2012.,54,41
2007-05-09,1,160,S.Con.Res. 21,On the Motion,Agreed to,Conrad Motion to Instruct Conferees Re: S. Con. Res.21; An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2008 and including the appropriate budgetary levels for fiscal years 2007 and 2009 through 2012.,51,44
2007-05-09,1,161,S.Con.Res. 21,On the Motion,Rejected,Gregg Motion to Instruct Conferees Re: S. Con. Res. 21; An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2008 and including the appropriate budgetary levels for fiscal years 2007 and 2009 through 2012.,44,51
2007-05-10,1,162,H.R. 1495,On the Cloture Motion,Agreed to,Motion to Invoke Cloture on the Motion to Proceed to Consider H.R.1495; Water Resources Development Act of 2007,89,7
2007-05-15,1,163,H.R. 1495,On the Amendment S.Amdt. 1090,Rejected,Coburn Amdt. No. 1090; To prioritize Federal spending to ensure the residents of the city of Sacramento are protected from the threat of floods before spending money to add sand to beaches in San Diego.,12,77
2007-05-15,1,164,H.R. 1495,On the Amendment S.Amdt. 1089,Rejected,Coburn Amdt. No. 1089; To prioritize Federal spending to ensure the needs of Louisiana residents who lost their homes as a result of Hurricane Katrina and Rita are met before spending money to design or construct a nonessential visitors center.,11,79
2007-05-15,1,165,H.R. 1495,On the Amendment S.Amdt. 1086,Rejected,Feingold Amdt. No. 1086; To establish a Water Resources Commission to prioritize water resources projects in the United States.,22,69
2007-05-15,1,166,H.R. 1495,On the Amendment S.Amdt. 1094,Rejected,Kerry Amdt. No. 1094; To require the consideration of certain factors relating to global climate change.,51,42
2007-05-16,1,167,H.R. 1495,On the Cloture Motion S.Amdt. 1098,Rejected,Motion to Invoke Cloture on the Feingold Amdt. No. 1098; To provide for a transition of the Iraq mission.,29,67
2007-05-16,1,168,H.R. 1495,On the Cloture Motion S.Amdt. 1134,Rejected,Motion to Invoke Cloture on the Warner Amdt. No. 1134; Relative to the President's strategy in Iraq.,52,44
2007-05-16,1,169,H.R. 1495,On the Cloture Motion S.Amdt. 1135,Agreed to,"Motion to Invoke Cloture on the Cochran Amdt. No. 1135; To express the sense of the Senate that Congress must send to the President acceptable legislation to continue funds for Operation Iraqi Freedom and Operation Enduring Freedom by not later than May 28, 2007.",87,9
2007-05-16,1,170,H.R. 1495,On Passage of the Bill,Passed,H.R. 1495 As Amended; Water Resources Development Act of 2007,91,4
2007-05-17,1,171,H.R. 2206,On the Cloture Motion S.Amdt. 1123,Agreed to,Motion to Invoke cloture on the Reid Amdt. No. 1123; Expressing the sense of the Congress that no action should be taken to undermine the safety of the Armed Forces of the United States or impact their ability to complete their assigned or future missions.,94,1
2007-05-17,1,172,S.Con.Res. 21,On the Conference Report,Agreed to,S. Con. Res. 21 Conference Report; An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2008 and including the appropriate budgetary levels for fiscal years 2007 and 2009 through 2012.,52,40
2007-05-21,1,173,S. 1348,On the Cloture Motion,Agreed to,Motion to Invoke Cloture on the Motion to Proceed to Consider S.1348; Comprehensive Immigration Reform Act of 2007,69,23
2007-05-22,1,174,S. 1348,On the Amendment S.Amdt. 1153,Rejected,Dorgan Amdt. No. 1153; To strike the Y nonimmigrant guestworker program.,31,64
2007-05-23,1,175,S. 1348,On the Amendment S.Amdt. 1169,Agreed to,"Bingaman Amdt. No. 1169; To reduce to 200,000 the number of certain non-immigrants permitted to be admitted during a fiscal year.",74,24
2007-05-24,1,176,S. 1348,On the Amendment S.Amdt. 1186,Agreed to,Akaka Amdt. No. 1186; To exempt children of certain Filipino World War II veterans from the numerical limitations on immigrant visas.,87,9
2007-05-24,1,177,S. 1348,On the Amendment S.Amdt. 1158,Rejected,Coleman Amdt. No. 1158; To amend the Illegal Immigration Reform and Immigrant Responsibility Act of 1996 to facilitate information sharing between federal and local law enforcement officials related to an individual's immigration status.,48,49
2007-05-24,1,178,S. 1348,On the Amendment S.Amdt. 1181,Rejected,Dorgan Amdt. No. 1181; To sunset the Y-1 nonimmigrant visa program after a 5-year period.,48,49
2007-05-24,1,179,S. 1348,On the Amendment S.Amdt. 1223,Agreed to,Sanders Amdt. No. 1223; To establish the American Competitiveness Scholarship Program.,59,35
2007-05-24,1,180,S. 1348,On the Amendment S.Amdt. 1157,Rejected,Vitter Amdt. No. 1157; To strike title VI (related to Nonimmigrants in the United States Previously in Unlawful Status).,29,66
2007-05-24,1,181,H.R. 2206,On the Motion,Agreed to,"Motion to Concur in House Amdt. to Senate Amdt to H.R.2206; U.S. Troop Readiness, Veterans' Care, Katrina Recovery, and Iraq Accountability Appropriations Act, 2007",80,14
2007-06-05,1,182,S. 1348,On the Amendment S.Amdt. 1189,Rejected,Allard Amdt. No. 1189; To eliminate the preference given to people who entered the United States illegally over people seeking to enter the country legally in the merit-based evaluation system for visas.,31,62
2007-06-05,1,183,S. 1348,On the Amendment S.Amdt. 1231,Agreed to,Durbin Amdt. No. 1231; To ensure that employers make efforts to recruit American workers.,71,22
2007-06-05,1,184,S. 1348,On the Amendment S.Amdt. 1170,Rejected,McConnell Amdt. No. 1170; To amend the Help America Vote Act of 2002 to require individuals voting in person to present photo identification.,41,52
2007-06-05,1,185,S. 1348,On the Amendment S.Amdt. 1176,Agreed to,"Feingold Amdt. No. 1176; To establish commissions to review the facts and circumstances surrounding injustices suffered by European Americans, European Latin Americans, and Jewish refugees during World War II.",67,26
2007-06-06,1,186,S. 1348,On the Amendment S.Amdt. 1333,Agreed to,"Kennedy Amdt. No. 1333, as Modified; To increase the immigration-related penalties associated with various criminal activities.",66,32
2007-06-06,1,187,S. 1348,On the Amendment S.Amdt. 1184,Rejected,"Cornyn Amdt. No. 1184, As Modified; To establish a permanent bar for gang members, terrorists, and other criminals.",46,51
2007-06-06,1,188,S. 1348,On the Amendment S.Amdt. 1197,Rejected,DeMint Amdt. No. 1197; To require health care coverage for holders of Z nonimmigrant visas.,43,55
2007-06-06,1,189,S. 1348,On the Amendment S.Amdt. 1267,Rejected,Bingaman Amdt. No. 1267 As Modified; To remove the requirement that Y-1 nonimmigrant visa holders leave the United States before they are able to renew their visa.,41,57
2007-06-06,1,190,S. 1348,On the Amendment S.Amdt. 1250,Agreed to,Cornyn Amdt. No. 1250; To address documentation of employment and to make an amendment with respect to mandatory disclosure of information.,57,39
2007-06-06,1,191,S. 1348,On the Amendment S.Amdt. 1331,Agreed to,Reid Amdt. No. 1331; To clarify the application of the earned income tax credit.,57,40
2007-06-06,1,192,S. 1348,On the Amendment S.Amdt. 1234,Agreed to,"Sessions Amdt. No. 1234; To save American taxpayers up to $24 billion in the 10 years after passage of this Act, by preventing the earned income tax credit, which is, according to the Congressional Research Service, the largest anti-poverty entitlement program of the Federal Government, from being claimed by Y temporary workers or illegal aliens given status by this Act until they adjust to legal permanent resident status.",56,41
2007-06-06,1,193,S. 1348,On the Motion S.Amdt. 1194,Rejected,Motion to Waive CBA Re: Menendez Amdt. No 1194; To modify the deadline for the family backlog reduction.,53,44
2007-06-06,1,194,S. 1348,On the Amendment S.Amdt. 1460,Agreed to,Kyl Amdt. No. 1460; To modify the allocation of visas with respect to the backlog of family-based visa petitions.,51,45
2007-06-06,1,195,S. 1348,On the Motion S.Amdt. 1183,Rejected,"Motion to Waive CBA Re: Clinton Amdt. No. 1183, As Further Modified; To reclassify the spouses and minor children of lawful permanent residents as immediate relatives.",44,53
2007-06-06,1,196,S. 1348,On the Amendment S.Amdt. 1374,Rejected,Ensign Amdt. No. 1374; To improve the criteria and weights of the merit-based evaluation system.,42,55
2007-06-06,1,197,S. 1348,On the Amendment S.Amdt. 1384,Agreed to,Salazar Amdt. No. 1384; To preserve and enhance the role of the English language.,58,39
2007-06-06,1,198,S. 1348,On the Amendment S.Amdt. 1151,Agreed to,"Inhofe Amdt. No. 1151; To amend title 4, United States Code, to declare English as the national language of the Government of the United States, and for other purposes.",64,33
2007-06-06,1,199,S. 1348,On the Amendment S.Amdt. 1339,Rejected,Vitter Amdt. No. 1339; To require that the U.S. VISIT system- the biometric border check-in/check-out system first required by Congress in 1996 that is already well past its already postponed 2005 implementation due date- be finished as part of the enforcement trigger.,48,49
2007-06-06,1,200,S. 1348,On the Amendment S.Amdt. 1202,Rejected,"Obama Amdt. No. 1202, As Modified; To provide a date on which the authority of the section relating to the increasing of American competitiveness through a merit-based evaluation system for immigrants shall be terminated.",42,55
2007-06-06,1,201,S. 1348,On the Amendment S.Amdt. 1316,Agreed to,Dorgan Amdt. No. 1316; To sunset the Y-1 nonimmigrant visa program after a 5-yer period.,49,48
2007-06-07,1,202,S. 1348,On the Amendment S.Amdt. 1311,Rejected,"Coburn Amdt. No. 1311, As Modified; To require the enforcement of existing border security and immigration laws and Congressional approval before amnesty can be granted.",42,54
2007-06-07,1,203,S. 1348,On the Cloture Motion S.Amdt. 1150,Rejected,"Motion to Invoke Cloture on the Kennedy Amdt. No. 1150, As Amended; In the nature of a substitute.",33,63
2007-06-07,1,204,S. 1348,On the Cloture Motion,Rejected,Motion to Invoke Cloture on S. 1348; Comprehensive Immigration Reform Act of 2007,34,61
2007-06-07,1,205,S. 1348,On the Motion,Agreed to,Motion to Instruct Sgt. at Arms; Comprehensive Immigration Reform Act of 2007,72,13
2007-06-07,1,206,S. 1348,On the Cloture Motion S.Amdt. 1150,Rejected,"Upon Reconsideration, Motion to Invoke Cloture on the Kennedy Amdt. No. 1150, As Amended; In the nature of a substitute.",45,50
2007-06-11,1,207,S.J.Res. 14,On the Cloture Motion,Rejected,Motion to Invoke Cloture on the Motion to Proceed to the Consideration of S.J.Res.14; A joint resolution expressing the sense of the Senate that Attorney General Alberto Gonzales no longer holds the confidence of the Senate and of the American people.,53,38
2007-06-11,1,208,H.R. 6,On the Cloture Motion,Agreed to,"Motion to Invoke Cloture on the Motion to Proceed to Consider H.R.6; Renewable Fuels, Consumer Protection, and Energy Efficiency Act of 2007",91,0
2007-06-12,1,209,H.R. 6,On the Amendment S.Amdt. 1508,Agreed to,Bayh Amdt. No. 1508; To provide for the publication and implementation of an action plan to reduce the quantity of oil used annually in the United States.,63,30
2007-06-13,1,210,H.R. 6,On the Amendment S.Amdt. 1505,Rejected,Inhofe Amdt. No. 1505; To improve domestic fuels security.,43,52
2007-06-14,1,211,H.R. 6,On the Motion to Table S.Amdt. 1538,Agreed to,Motion to Table Domenici Amdt. No. 1538; To provide for the establishment of a Federal clean portfolio standard.,56,39
2007-06-14,1,212,H.R. 6,On the Amendment S.Amdt. 1566,Rejected,"Warner Amdt. No. 1566, As Modified; To authorize the State of Virginia to petition for authorization to conduct natural gas exploration and drilling activities in the coastal zone of the State.",43,44
2007-06-19,1,213,H.R. 6,On the Amendment S.Amdt. 1628,Rejected,Bunning Amdt. No. 1628; To provide standards for clean coal-derived fuels.,39,55
2007-06-19,1,214,H.R. 6,On the Amendment S.Amdt. 1614,Rejected,Tester Amdt. No. 1614; To establish a program to provide loans for projects to produce syngas from coal and other feedstocks while simultaneously reducing greenhouse gas emissions and reliance of the United States on petroleum and natural gas.,33,61
2007-06-19,1,215,H.R. 6,On the Amendment S.Amdt. 1519,Agreed to,Kohl Amdt. No. 1519; To amend the Sherman Act to make oil-producing and exporting cartels illegal.,70,23
2007-06-19,1,216,H.R. 6,On the Amendment S.Amdt. 1610,Rejected,"Cardin Amdt. No. 1610; To provide for the siting, construction, expansion, and operation of liquefied natural gas terminals.",37,56
2007-06-20,1,217,H.R. 6,On the Motion S.Amdt. 1546,Rejected,Motion to Waive C.B.A. re: DeMint Amdt. No. 1546; To provide that legislation that would increase the national average fuel prices for automobiles is subject to a point of order in the Senate.,37,55
2007-06-20,1,218,H.R. 6,On the Motion S.Amdt. 1718,Rejected,Motion to Waive C.B.A. re: Gregg Amdt. No. 1718; To strike the provision extending the additional duty on ethanol and for other purposes.,36,56
2007-06-20,1,219,H.R. 6,On the Amendment S.Amdt. 1693,Agreed to,Bingaman Amdt. No. 1693; To ensure that the renewable fuel standard does not harm the environment.,58,34
2007-06-20,1,220,H.R. 6,On the Motion S.Amdt. 1666,Rejected,Motion to Waive C.B.A. re: Inhofe Amdt. No. 1666; To ensure agricultural equity with respect to the renewable fuels standard.,31,63
2007-06-20,1,221,H.R. 6,On the Amendment S.Amdt. 1800,Rejected,Kyl Amdt. No. 1800; To disallow the credit for renewable diesel for fuel that is coprocessed with petroleum.,45,49
2007-06-21,1,222,H.R. 6,On the Motion S.Amdt. 1733,Rejected,Motion to Waive CBA Re: Kyl Amdt. No. 1733 as Modified; To provide a condition precedent for the effective date of the revenue raisers.,38,55
2007-06-21,1,223,H.R. 6,On the Cloture Motion S.Amdt. 1704,Rejected,"Motion to Invoke Cloture on the Baucus Amdt. No. 1704; To amend the Internal Revenue Code of 1986 to provide for energy advancement and investment, and for other purposes.",57,36
2007-06-21,1,224,H.R. 6,On the Cloture Motion S.Amdt. 1502,Agreed to,Motion to Invoke Cloture on the Reid Amdt. No. 1502; In the nature of a substitute.,61,32
2007-06-21,1,225,H.R. 6,On the Cloture Motion,Agreed to,"Motion to Invoke Cloture on H.R. 6; Renewable Fuels, Consumer Protection, and Energy Efficiency Act of 2007",62,32
2007-06-21,1,226,H.R. 6,On Passage of the Bill,Passed,"H.R. 6, As Amended; Renewable Fuels, Consumer Protection, and Energy Efficiency Act of 2007",65,27
2007-06-26,1,227,H.R. 800,On the Cloture Motion,Rejected,Motion to Invoke Cloture on the Motion to Proceed to Consider H.R.800; Employee Free Choice Act of 2007,51,48
2007-06-26,1,228,S. 1639,On the Cloture Motion,Agreed to,Motion to Invoke Cloture on the Motion to Proceed to Consider S.1639; A bill to provide for comprehensive immigration reform and for other purposes.,64,35
2007-06-27,1,229,S. 1639,On the Motion to Table S.Amdt. 1934,Agreed to,Motion to Table Div. I Amdt. No. 1934 as Modified; Of a perfecting nature.,53,45
2007-06-27,1,230,S. 1639,On the Motion to Table S.Amdt. 1934,Agreed to,"Motion to Table Div. II, Amdt. No.1934 as Modified; Of a perfecting nature.",79,18
2007-06-27,1,231,S. 1639,On the Motion to Table S.Amdt. 1934,Agreed to,"Motion to Table Div. III of Amdt. No.1934, as Modified; Of a perfecting nature.",56,41
2007-06-27,1,232,S. 1639,On the Motion to Table S.Amdt. 1934,Agreed to,"Motion to Table Div. IV, Amdt. No.1934 as Modified; Of a perfecting nature.",56,41
2007-06-27,1,233,S. 1639,On the Motion to Table S.Amdt. 1934,Agreed to,Motion to Table Div. VI of Amdt. No.1934 as Modified; Of a perfecting nature.,55,40
2007-06-27,1,234,S. 1639,On the Motion to Table S.Amdt. 1934,Rejected,"Motion to Table Div. VII, Amdt. No.1934 as Modified; Of a perfecting nature.",45,52
2007-06-28,1,235,S. 1639,On the Cloture Motion,Rejected,Motion to Invoke Cloture on S.1639; A bill to provide for comprehensive immigration reform and for other purposes.,46,53
2007-06-28,1,236,PN599,On the Nomination,Confirmed,"Confirmation Lt. Gen. Douglas E. Lute, to be Lt. Gen. US Army under title 10, U.S.C., section 601",94,4
2007-06-28,1,237,PN30,On the Nomination,Confirmed,"Confirmation Benjamin Hale Settle, of Washington, to be US District Judge",99,0
2007-06-28,1,238,PN252,On the Nomination,Confirmed,"Confirmation Richard Sullivan, of New York, to be US District Judge",99,0
2007-07-09,1,239,PN23,On the Nomination,Confirmed,"Confirmation Liam O'Grady, of Virginia, to be U.S. District Judge",88,0
2007-07-09,1,240,PN347,On the Nomination,Confirmed,"Confirmation Janet T. Neff, of Michigan, to be U.S. District Judge",83,4
2007-07-11,1,241,H.R. 1585,On the Cloture Motion S.Amdt. 2012,Rejected,Motion to Invoke Cloture on the Webb Amdt. No. 2012; To specify minimum periods between deployment of units and members of the Armed Forces for Operation Iraqi Freedom and Operation Enduring Freedom.,56,41
2007-07-11,1,242,H.R. 1585,On the Amendment S.Amdt. 2073,Agreed to,"Lieberman Amdt. No. 2073, as Modified; To require a report on support provided by the Government of Iran for attacks against coalition forces in Iraq.",97,0
2007-07-11,1,243,H.R. 1585,On the Amendment S.Amdt. 2032,Rejected,Hagel Amdt. No. 2032; To limit the length of deployment of members of the Armed Forced for Operation Iraqi Freedom.,52,45
2007-07-11,1,244,H.R. 1585,On the Amendment S.Amdt. 2078,Rejected,"Graham Amdt. No. 2078, as Modified; To express the sense of Congress on length of time between deployments for members of the Armed Forces.",41,55
2007-07-12,1,245,H.R. 1585,On the Amendment S.Amdt. 2024,Agreed to,"Sessions Amdt. No. 2024, as Modified; To state the policy of the United States on the protection of the United States and its allies against Iranian ballistic missiles.",90,5
2007-07-12,1,246,H.R. 1585,On the Amendment S.Amdt. 2019,Agreed to,"Levin Amdt. No. 2019, As Amended; To provide for the care and management of wounded warriors.",94,0
2007-07-13,1,247,H.R. 1585,On the Amendment S.Amdt. 2135,Agreed to,"Dorgan Amdt. No. 2135, as Amended; Relative to bringing Osama bin Laden and other leaders of al Qaeda to justice.",87,1
2007-07-17,1,248,H.R. 1585,On the Amendment S.Amdt. 2100,Agreed to,Cornyn Amdt. No. 2100; To express the sense of the Senate that it is in the national security interest of the United States that Iraq not become a failed state and a safe haven for terrorists.,94,3
2007-07-17,1,249,H.R. 1585,On the Motion,Rejected,Motion to Instruct the Sgt. At Arms; National Defense Authorization Act for Fiscal Year 2008,44,47
2007-07-17,1,250,H.R. 1585,On the Motion,Agreed to,Motion to Instruct the Sgt. at Arms; National Defense Authorization Act for Fiscal Year 2008,41,37
2007-07-18,1,251,H.R. 1585,On the Motion,Agreed to,Motion to Instruct Sgt. At Arms; National Defense Authorization Act for Fiscal Year 2008,37,23
2007-07-18,1,252,H.R. 1585,On the Motion S.Amdt. 2087,Rejected,Motion to Invoke Cloture on the Levin Amdt. No. 2087; To provide for a reduction and transition of United States forces in Iraq.,52,47
2007-07-18,1,253,H.R. 2669,On the Motion to Proceed,Agreed to,Motion to Proceed to H.R. 2669; College Cost Reduction and Access Act,49,48
2007-07-19,1,254,H.R. 2669,On the Amendment S.Amdt. 2329,Agreed to,Murkowski Amdt. No. 2329; To increase the amount appropriated for the college access partnership grant program.,73,24
2007-07-19,1,255,H.R. 2669,On the Amendment S.Amdt. 2330,Agreed to,Kennedy Amdt. No. 2330; To amend the amounts appropriated for Promise Grants for fiscal years 2014 through 2017.,52,45
2007-07-19,1,256,H.R. 2669,On the Amendment S.Amdt. 2337,Rejected,Nelson (NE) Amdt. No. 2337; To amend the special allowance payments.,35,62
2007-07-19,1,257,H.R. 2669,On the Amendment S.Amdt. 2333,Rejected,Sessions Amdt. No. 2333; To strike the provisions relating to loan forgiveness for public service employees.,42,55
2007-07-19,1,258,H.R. 2669,On the Motion S.Amdt. 2334,Rejected,Motion to Waive CBA Re: Coleman Amdt. No. 2334; To prevent the Federal Communications Commission from repromulgating the fairness doctrine.,49,48
2007-07-19,1,259,H.R. 2669,On the Amendment S.Amdt. 2351,Agreed to,"McConnell Amdt. No. 2351; To express the sense of the Senate on the detainees of Guantanamo Bay, Cuba.",94,3
2007-07-19,1,260,H.R. 2669,On the Motion S.Amdt. 2352,Rejected,Motion to Waive CBA DeMint Amdt. No. 2352; To amend the National Labor Relations Act to ensure the right of employees to a secret-ballot election conducted by the National Labor Relations Board.,42,54
2007-07-19,1,261,H.R. 2669,On the Motion S.Amdt. 2340,Rejected,Motion to Waive CBA Collins Amdt. No. 2340; To provide limited immunity for reports of suspicious behavior and response.,57,39
2007-07-19,1,262,H.R. 2669,On the Motion S.Amdt. 2358,Rejected,Motion to Waive CBA Stabenow Amdt. No 2358; Relative to illegal aliens qualifying for Social Security benefits.,53,44
2007-07-19,1,263,H.R. 2669,On the Motion S.Amdt. 2355,Rejected,"Motion to Waive CBA Ensign Amdt. No. 2355; To reduce document fraud, prevent identity theft, and preserve the integrity of the Social Security system, by ensuring that individuals are not able to receive Social Security benefits as a result of unlawful activity.",57,40
2007-07-19,1,264,H.R. 2669,On the Motion S.Amdt. 2361,Rejected,Motion to Waive CBA Schumer Amdt. No. 2361; A sense of the Senate relative to tax policy.,48,48
2007-07-19,1,265,H.R. 2669,On the Motion S.Amdt. 2341,Rejected,Motion to Waive CBA Sununu Amdt. No. 2341; To permanently extend certain education-related tax incentives.,47,48
2007-07-19,1,266,H.R. 2669,On the Motion S.Amdt. 2339,Rejected,Motion to Waive CBA Cornyn Amdt No. 2339; To provide interim relief for shortages in employment-based visas for aliens with extraordinary ability and advanced degrees and for nurses.,55,40
2007-07-19,1,267,H.R. 2669,On the Motion S.Amdt. 2363,Rejected,Motion to Waive CBA Landrieu Amdt. No. 2363; A sense of the Senate relative to the adoption tax credit,48,48
2007-07-19,1,268,H.R. 2669,On the Motion S.Amdt. 2362,Rejected,Motion to Waive CBA DeMint Amdt. 2362; To repeal the sunset of the Economic Growth and Tax Relief Reconciliation Act of 2001 with respect to the expansion of the adoption credit and adoption assistance programs.,48,48
2007-07-19,1,269,H.R. 2669,On the Motion S.Amdt. 2350,Rejected,Motion to Waive CBA Dole Amdt. No. 2350; To amend the Help America Vote Act of 2002 to require individuals voting in person to present photo identification.,42,54
2007-07-20,1,270,H.R. 2669,On the Motion S.Amdt. 2364,Rejected,Motion to Waive CBA Kerry Amdt. No. 2364.; A sense of the Senate relative to the Alternative Minimum Tax.,48,48
2007-07-20,1,271,H.R. 2669,On the Motion S.Amdt. 2353,Rejected,Motion to Waive C.B.A. re: Kyl Amdt. No. 2353; To amend the Internal Revenue Code of 1986 to repeal the individual alternative minimum tax.,47,49
2007-07-20,1,272,H.R. 2669,On Passage of the Bill,Passed,H.R. 2669 as Amended; College Cost Reduction and Access Act,78,18
2007-07-23,1,273,S. 1642,On the Amendment S.Amdt. 2376,Rejected,Brown Amdt. No. 2376; To provide for a Federal supplemental loan program.,37,54
2007-07-24,1,274,S. 1642,On the Amendment S.Amdt. 2381,Agreed to,"Kennedy Amdt. No. 2381, as Modified; To provide for a demonstration and certification regarding the use of certain Federal funds.",93,0
2007-07-24,1,275,S. 1642,On Passage of the Bill,Passed,"S. 1642, as Amended; Higher Education Amendments of 2007",95,0
2007-07-24,1,276,H.J.Res. 44,On the Joint Resolution,Agreed to,H. J. Res. 44; A joint resolution approving the renewal of import restrictions contained in the Burmese Freedom and Democracy Act of 2003.,93,1
2007-07-25,1,277,H.R. 2638,On the Decision of the Chair S.Amdt. 2412,Sustained,Shall the Decision of the Chair Stand as the Judgement of the Senate Re: Graham Amdt. No. 2412; To ensure control over the United States borders and strengthen enforcement of the immigration laws.,52,44
2007-07-26,1,278,H.R. 2638,On the Amendment S.Amdt. 2480,Agreed to,Graham Amdt. No. 2480; To ensure control over the United States borders and strengthen enforcement of the immigration laws.,89,1
2007-07-26,1,279,H.R. 2638,On the Motion to Table S.Amdt. 2405,Agreed to,"Motion to Table Alexander Amdt. No. 2405, as Modified; To make $300,000,000 available for grants to States to carry out the REAL ID Act of 2005.",49,45
2007-07-26,1,280,H.R. 2638,On the Amendment S.Amdt. 2498,Agreed to,Sanders Amdt. No. 2498; To prohibit funds made available in this Act from being used to implement a rule or regulation related to certain petitions for aliens to perform temporary labor in the United States.,51,43
2007-07-26,1,281,H.R. 2638,On the Amendment S.Amdt. 2481,Agreed to,DeMint Amdt. No. 2481 ; To prohibit the use of funds to remove offenses from the list of criminal offenses disqualifying individuals from receiving TWIC cards.,93,1
2007-07-26,1,282,H.R. 2638,On Passage of the Bill,Passed,"H.R. 2638, As Amended; Department of Homeland Security Appropriations Act, 2008",89,4
2007-07-26,1,283,H.R. 1,On the Motion to Recommit,Rejected,"DeMint Motion to Recommit H.R. 1 to Conference, with Instructions; Implementing Recommendations of the 9/11 Commission Act of 2007",26,67
2007-07-26,1,284,H.R. 1,On the Conference Report,Agreed to,"H.R. 1, Conference Report; Implementing Recommendations of the 9/11 Commission Act of 2007",85,8
2007-07-30,1,285,H.R. 976,On the Cloture Motion,Agreed to,Motion to Invoke Cloture on the Motion to Proceed to H.R.976; Support for Injured Servicemembers Act,80,0
2007-07-31,1,286,H.R. 976,On the Amendment S.Amdt. 2536,Rejected,Allard amendment No. 2536; To standardize the determination of income for purposes of eligibility for SCHIP.,37,59
2007-08-01,1,287,H.R. 976,On the Amendment S.Amdt. 2538,Rejected,Ensign Amdt. No. 2538; To amend the Internal Revenue Code of 1986 to create a Disease Prevention and Treatment Research Trust Fund.,26,58
2007-08-01,1,288,H.R. 976,On the Amendment S.Amdt. 2587,Rejected,Gregg Amdt. No. 2587; To limit the matching rate for coverage other than for low-income children or pregnant women covered through a waiver and to prohibit any new waivers for coverage of adults other than pregnant women.,42,53
2007-08-01,1,289,H.R. 976,On the Amendment S.Amdt. 2554,Rejected,Dole Amdt No. 2554; To amend the Congressional Budget Act of 1974 to provide for a 60-vote point of order against legislation that includes a Federal excise tax rate increase which disproportionately affects taxpayers with earned income of less than 200 percent of the Federal poverty level.,32,64
