date,session,number,bill,question,result,description,yeatotal,naytotal
2007-06-06,1st,431,H RES 453,On Agreeing to the Resolution,Passed,"Providing for the consideration of H.R. 2446, Afghanistan Freedom and Security Support Act",220,195
2007-06-06,1st,432,H R 1716,"On Motion to Suspend the Rules and Pass, as Amended",Passed,Green Energy Education Act,416,0
2007-06-06,1st,433,H R 632,"On Motion to Suspend the Rules and Pass, as Amended",Passed,To authorize the Secretary of Energy to establish monetary prizes for achievements in overcoming scientific and technical barriers associated with hydrogen energy,408,8
2007-06-06,1st,434,H R 964,"On Motion to Suspend the Rules and Pass, as Amended",Passed,Securely Protect Yourself Against Cyber Trespass Act,368,48
2007-06-06,1st,435,H R 2446,On Agreeing to the Amendment,Agreed to,,419,1
2007-06-06,1st,436,H R 2446,On Agreeing to the Amendment,Failed,,159,260
2007-06-06,1st,437,H R 2446,On Motion to Recommit with Instructions,Passed,Afghanistan Freedom and Security Support Act,345,71
2007-06-06,1st,438,H R 2446,On Passage,Passed,Afghanistan Freedom and Security Support Act,406,10
2007-06-06,1st,439,H R 2560,On Motion to Suspend the Rules and Pass,Failed,Human Cloning Prohibition Act,204,213
2007-06-07,1st,440,H RES 464,On Ordering the Previous Question,Passed,"Providing for consideration of S. 5, to amend the Public Health Service Act to provide for human embryonic stem cell research",221,195
2007-06-07,1st,441,H RES 464,On Agreeing to the Resolution,Passed,"Providing for consideration of S. 5, to amend the Public Health Service Act to provide for human embryonic stem cell research",224,191
2007-06-07,1st,442,S 5,On Motion to Commit with Instructions,Failed,Stem Cell Research Enhancement Act,180,242
2007-06-07,1st,443,S 5,On Passage,Passed,Stem Cell Research Enhancement Act,247,176
2007-06-07,1st,444,H RES 465,On Ordering the Previous Question,Passed,"Providing for consideration of the bill (H.R. 65) to provide for the recognition of the Lumbee Tribe of North Carolina, and for other purposes",217,192
2007-06-07,1st,445,H RES 465,On Agreeing to the Resolution,Passed,"Providing for consideration of the bill (H.R. 65) to provide for the recognition of the Lumbee Tribe of North Carolina, and for other purposes",214,193
2007-06-07,1st,446,H R 65,On Motion to Recommit with Instructions,Failed,Lumbee Recognition Act,152,237
2007-06-07,1st,447,H R 65,On Passage,Passed,Lumbee Recognition Act,256,128
2007-06-11,1st,448,H R 2356,On Motion to Suspend the Rules and Pass,Passed,"To amend title 4, United States Code, to encourage the display of the flag of the United States on Father’s Day.",386,0
2007-06-11,1st,449,S 676,On Motion to Suspend the Rules and Pass,Passed,To provide that the Executive Director of the Inter-American Development Bank or the Alternate Executive Director of the Inter-American Development Bank may serve on the Board of Directors of the Inter-American Foundation.,386,1
2007-06-11,1st,450,H RES 418,On Motion to Suspend the Rules and Agree,Passed,"Recognizing and welcoming the delegation of Presidents, Prime Ministers, and Foreign Ministers from the Caribbean to Washington, DC, and commending the Caribbean Community (CARICOM) for holding the Conference on the Caribbean.",386,0
2007-06-12,1st,451,H RES 473,On Ordering the Previous Question,Passed,"Providing for the consideration of H.R. 2638, Department of Homeland Security Appropriations for FY 2008",222,194
2007-06-12,1st,452,H RES 474,On Motion to Suspend the Rules and Agree,Passed,Father’s Day Recognition,420,0
2007-06-12,1st,453,H R 2638,On Agreeing to the Amendment,Agreed to,,244,174
2007-06-12,1st,454,H R 2638,On Agreeing to the Amendment,Failed,,201,221
2007-06-12,1st,455,H R 2638,On Agreeing to the Amendment,Agreed to,,218,205
2007-06-12,1st,456,H R 2638,On Agreeing to the Amendment,Agreed to,,379,45
2007-06-12,1st,457,H R 2638,On Agreeing to the Amendment,Agreed to,,381,41
2007-06-12,1st,458,H R 2638,On Motion that the Committee Rise,Failed,Department of Homeland Security Appropriations for FY 2008,190,221
2007-06-12,1st,459,H R 2638,On Motion that the Committee Rise,Failed,Department of Homeland Security Appropriations for FY 2008,189,218
2007-06-12,1st,460,H R 2638,On Motion that the Committee Rise,Failed,Department of Homeland Security Appropriations for FY 2008,187,220
2007-06-12,1st,461,H R 2638,On Motion that the Committee Rise,Failed,Department of Homeland Security Appropriations for FY 2008,188,216
2007-06-13,1st,462,H R 2638,On Motion that the Committee Rise,Failed,Department of Homeland Security Appropriations for FY 2008,188,216
2007-06-13,1st,463,H R 2638,On Motion that the Committee Rise,Failed,Department of Homeland Security Appropriations for FY 2008,187,213
2007-06-13,1st,464,H R 2638,On Motion that the Committee Rise,Failed,Department of Homeland Security Appropriations for FY 2008,189,214
2007-06-13,1st,465,H R 2638,On Motion that the Committee Rise,Passed,Department of Homeland Security Appropriations for FY 2008,312,82
2007-06-15,1st,466,H R 2638,On Agreeing to the Amendment,Failed,,108,300
2007-06-15,1st,467,H R 2638,On Agreeing to the Amendment,Agreed to,,216,198
2007-06-15,1st,468,H R 2638,On Agreeing to the Amendment,Agreed to,,248,168
2007-06-15,1st,469,H R 2638,On Agreeing to the Amendment,Agreed to,,286,127
2007-06-15,1st,470,H R 2638,On Agreeing to the Amendment,Agreed to,,282,137
2007-06-15,1st,471,H R 2638,On Agreeing to the Amendment,Agreed to,,241,179
2007-06-15,1st,472,H R 2638,On Agreeing to the Amendment,Agreed to,,251,171
2007-06-15,1st,473,H R 2638,On Agreeing to the Amendment,Agreed to,,239,183
2007-06-15,1st,474,H R 2638,On Agreeing to the Amendment,Failed,,207,214
2007-06-15,1st,475,H R 2638,On Agreeing to the Amendment,Failed,,96,327
2007-06-15,1st,476,H R 2638,On Agreeing to the Amendment,Failed,,190,233
2007-06-15,1st,477,H R 2638,On Agreeing to the Amendment,Failed,,192,232
2007-06-15,1st,478,H R 2638,On Agreeing to the Amendment,Agreed to,,228,195
2007-06-15,1st,479,H R 2638,On Agreeing to the Amendment,Failed,,155,268
2007-06-15,1st,480,H R 2638,On Agreeing to the Amendment,Failed,,184,238
2007-06-15,1st,481,H R 2638,On Agreeing to the Amendment,Failed,,168,255
2007-06-15,1st,482,H R 2638,On Agreeing to the Amendment,Failed,,89,331
2007-06-15,1st,483,H R 2638,On Agreeing to the Amendment,Agreed to,,379,45
2007-06-15,1st,484,H R 2638,On Agreeing to the Amendment,Failed,,76,347
2007-06-15,1st,485,H R 2638,On Agreeing to the Amendment,Agreed to,,234,189
2007-06-15,1st,486,H R 2638,On Agreeing to the Amendment,Failed,,149,272
2007-06-15,1st,487,H R 2638,On Agreeing to the Amendment,Failed,,123,298
2007-06-15,1st,488,H R 2638,On Agreeing to the Amendment,Failed,,145,277
2007-06-15,1st,489,H R 2638,On Agreeing to the Amendment,Failed,,178,243
2007-06-15,1st,490,H R 2638,On Motion to Recommit with Instructions,Failed,Department of Homeland Security Appropriations for FY 2008,200,217
2007-06-15,1st,491,H R 2638,On Passage,Passed,Department of Homeland Security Appropriations for FY 2008,268,150
2007-06-15,1st,492,H R 2642,On Agreeing to the Amendment,Failed,,110,304
2007-06-15,1st,493,H R 2642,On Agreeing to the Amendment,Failed,,68,347
2007-06-15,1st,494,H R 2642,On Agreeing to the Amendment,Failed,,154,260
2007-06-15,1st,495,H R 2642,On Agreeing to the Amendment,Agreed to,,264,152
2007-06-15,1st,496,H R 2642,On Agreeing to the Amendment,Failed,,206,211
2007-06-15,1st,497,H R 2642,On Agreeing to the Amendment,Agreed to,,383,34
2007-06-15,1st,498,H R 2642,On Passage,Passed,Military Construction and Veterans Affairs Appropriations for FY 2008,409,2
2007-06-18,1st,499,H R 2563,On Motion to Suspend the Rules and Pass,Passed,Major Scott Nisely Post Office,386,0
2007-06-18,1st,500,H CON RES 151,"On Motion to Suspend the Rules and Agree, as Amended",Passed,"Noting the disturbing pattern of killings of dozens of independent journalists in Russia over the last decade, and calling on Russian President Vladimir Putin to authorize cooperation with outside investigators in solving those murders",388,1
2007-06-18,1st,501,H RES 233,"On Motion to Suspend the Rules and Agree, as Amended",Passed,"Recognizing over 200 years of sovereignity of the Principality of Liechtenstein, and expressing support for efforts by the United States continue to strengthen its relationship with that country",389,0
2007-06-19,1st,502,H R 2641,On Agreeing to the Amendment,Failed,,84,341
2007-06-19,1st,503,H R 2641,On Agreeing to the Amendment,Failed,,76,351
2007-06-19,1st,504,H R 2641,On Agreeing to the Amendment,Failed,,111,315
2007-06-19,1st,505,H R 2641,On Agreeing to the Amendment,Failed,,77,350
2007-06-19,1st,506,H R 2641,On Agreeing to the Amendment,Failed,,164,259
2007-06-19,1st,507,H R 2641,On Agreeing to the Amendment,Failed,,121,305
2007-06-19,1st,508,H R 2641,On Agreeing to the Amendment,Failed,,151,274
2007-06-19,1st,509,H R 2641,On Agreeing to the Amendment,Failed,,107,320
2007-06-19,1st,510,H R 2641,On Agreeing to the Amendment,Failed,,158,269
2007-06-19,1st,511,H R 2641,On Agreeing to the Amendment,Failed,,123,303
2007-06-20,1st,512,H R 923,"On Motion to Suspend the Rules and Pass, as Amended",Passed,Emmett Till Unsolved Civil Rights Crime Act,422,2
2007-06-20,1st,513,H CON RES 21,"On Motion to Suspend the Rules and Agree, As Amended",Passed,Calling on the United Nations Security Council to charge Iranian President Mahmoud Ahmadinejad with violating the 1948 Convention on the Prevention and Punishment of the Crime of Genocide and the United Nations Charter because of his calls for the destruction of the State of Israel,411,2
2007-06-20,1st,514,H R 2359,On Motion to Suspend the Rules and Pass,Passed,SBA Entrepreneurial Development Programs Act,405,18
2007-06-20,1st,515,H R 2284,On Motion to Suspend the Rules and Pass,Passed,"To amend the Small Business Act to expand and improve the assistance provided by Small Business Development Centers to Indian tribe members, Alaska Natives, and Native Hawaiians,",351,73
2007-06-20,1st,516,H R 2641,On Agreeing to the Amendment,Failed,,80,351
2007-06-20,1st,517,H R 2641,On Agreeing to the Amendment,Failed,,134,293
2007-06-20,1st,518,H R 2641,On Agreeing to the Amendment,Failed,,121,312
2007-06-20,1st,519,H R 2641,On Agreeing to the Amendment,Failed,,133,298
2007-06-20,1st,520,H R 2641,On Agreeing to the Amendment,Failed,,166,267
2007-06-20,1st,521,H R 2641,On Agreeing to the Amendment,Failed,,146,285
2007-06-20,1st,522,H R 2641,On Agreeing to the Amendment,Failed,,129,301
2007-06-20,1st,523,H R 2641,On Agreeing to the Amendment,Failed,,157,274
2007-06-20,1st,524,H R 2641,On Agreeing to the Amendment,Failed,,158,275
2007-06-20,1st,525,H R 2641,On Agreeing to the Amendment,Failed,,138,295
2007-06-20,1st,526,H R 2641,On Agreeing to the Amendment,Failed,,174,257
2007-06-21,1st,527,H R 2764,On Agreeing to the Amendment,Agreed to,,254,170
2007-06-21,1st,528,H R 2764,On Agreeing to the Amendment,Failed,,205,219
2007-06-21,1st,529,H R 2764,On Agreeing to the Amendment,Agreed to,,355,69
2007-06-21,1st,530,H R 2764,On Agreeing to the Amendment,Failed,,192,232
2007-06-21,1st,531,H R 2764,On Agreeing to the Amendment,Failed,,137,287
2007-06-21,1st,532,H R 2764,On Agreeing to the Amendment,Failed,,200,226
2007-06-21,1st,533,H R 2764,On Agreeing to the Amendment,Agreed to,,223,201
2007-06-21,1st,534,H R 2764,On Agreeing to the Amendment,Failed,,205,218
2007-06-21,1st,535,H R 2764,On Agreeing to the Amendment,Failed,,74,343
2007-06-21,1st,536,H R 2764,On Agreeing to the Amendment,Failed,,203,214
2007-06-21,1st,537,H R 2764,On Agreeing to the Amendment,Failed,,152,268
2007-06-22,1st,538,H R 2764,On Agreeing to the Amendment,Failed,,168,252
2007-06-22,1st,539,H R 2764,On Agreeing to the Amendment,Failed,,179,241
2007-06-22,1st,540,H R 2764,On Agreeing to the Amendment,Agreed to,,390,30
2007-06-22,1st,541,H R 2764,On Agreeing to the Amendment,Failed,,84,337
2007-06-22,1st,542,H R 2764,On Passage,Passed,"Department of State, Foreign Operations, and Related Programs Appropriations for FY 2008",241,178
2007-06-22,1st,543,H RES 502,On Ordering the Previous Question,Passed,"Providing for the consideration of H.R. 2771, Legislative Branch Appropriations for FY 2008",217,179
2007-06-22,1st,544,H RES 502,On Agreeing to the Resolution,Passed,"Providing for the consideration of H.R. 2771, Legislative Branch Appropriations for FY 2008",222,179
2007-06-22,1st,545,H R 2771,On Agreeing to the Amendment,Agreed to,,218,191
2007-06-22,1st,546,H R 2771,On Agreeing to the Amendment,Failed,,177,231
2007-06-22,1st,547,H R 2771,On Motion to Recommit with Instructions,Failed,Legislative Branch Appropriations for FY 2008,181,217
2007-06-22,1st,548,H R 2771,On Passage,Passed,Legislative Branch Appropriations for FY 2008,216,176
2007-06-25,1st,549,H RES 189,On Motion to Suspend the Rules and Agree,Passed,Expressing the sense of the House of Representatives that a “Welcome Home Vietnam Veterans Day” should be established.,381,0
2007-06-25,1st,550,H R 2546,On Motion to Suspend the Rules and Pass,Passed,Charles George Department of Veterans Affairs Medical Center,381,0
2007-06-26,1st,551,H R 2643,On Agreeing to the Amendment,Failed,,156,274
2007-06-26,1st,552,H R 2643,On Agreeing to the Amendment,Failed,,196,233
2007-06-26,1st,553,H R 2643,On Agreeing to the Amendment,Failed,,167,264
2007-06-26,1st,554,H R 2643,On Agreeing to the Amendment,Failed,,156,270
2007-06-26,1st,555,H R 2643,On Agreeing to the Amendment,Failed,,153,274
2007-06-26,1st,556,H R 2643,On Agreeing to the Amendment,Agreed to,,252,178
2007-06-26,1st,557,H R 2643,On Agreeing to the Amendment,Failed,,194,236
2007-06-26,1st,558,H R 2643,On Agreeing to the Amendment,Failed,,172,258
2007-06-26,1st,559,H R 2643,On Agreeing to the Amendment,Failed,,98,331
2007-06-26,1st,560,H R 2643,On Agreeing to the Amendment,Failed,,97,328
2007-06-26,1st,561,H R 2643,On Agreeing to the Amendment,Failed,,114,316
2007-06-26,1st,562,H R 2643,On Agreeing to the Amendment,Failed,,98,333
2007-06-26,1st,563,H R 2643,On Agreeing to the Amendment,Agreed to,,283,145
2007-06-27,1st,564,H R 2643,On Agreeing to the Amendment,Failed,,137,285
2007-06-27,1st,565,H R 2643,On Agreeing to the Amendment,Failed,,104,323
2007-06-27,1st,566,H R 2643,On Agreeing to the Amendment,Failed,,97,330
2007-06-27,1st,567,H R 2643,On Agreeing to the Amendment,Failed,,104,328
2007-06-27,1st,568,H R 2643,On Agreeing to the Amendment,Failed,,66,364
2007-06-27,1st,569,H R 2643,On Agreeing to the Amendment,Failed,,86,343
2007-06-27,1st,570,H R 2643,On Agreeing to the Amendment,Failed,,150,281
2007-06-27,1st,571,H R 2643,On Agreeing to the Amendment,Failed,,178,254
2007-06-27,1st,572,H R 2643,On Agreeing to the Amendment,Failed,,193,238
2007-06-27,1st,573,H R 2643,On Agreeing to the Amendment,Failed,,188,242
2007-06-27,1st,574,H R 2643,On Agreeing to the Amendment,Agreed to,,219,215
2007-06-27,1st,575,H R 2643,On Agreeing to the Amendment,Failed,,97,335
2007-06-27,1st,576,H R 2643,On Agreeing to the Amendment,Failed,,204,223
2007-06-27,1st,577,H R 2643,On Agreeing to the Amendment,Agreed to,,216,210
2007-06-27,1st,578,H R 2643,On Motion to Recommit with Instructions,Failed,"Interior, Environment, and Related Agencies Appropriations, FY 2008",186,233
2007-06-27,1st,579,H R 2643,On Passage,Passed,"Interior, Environment, and Related Agencies Appropriations, FY 2008",272,155
2007-06-27,1st,580,H RES 517,On Ordering the Previous Question,Passed,"Providing for consideration of H.R. 2829, Financial Services Appropriations, FY 2008",244,181
2007-06-27,1st,581,H RES 517,On Agreeing to the Amendment,Agreed to,,225,198
2007-06-27,1st,582,H RES 517,"On Agreeing to the Resolution, As Amended",Passed,"Providing for consideration of H.R. 2829, Financial Services Appropriations, FY 2008",213,206
2007-06-27,1st,583,H R 1830,"On Motion to Suspend the Rules and Pass, as Amended",Passed,"To extend the authorities of the Andean Trade Preference Act until September 30, 2009",365,59
2007-06-28,1st,584,H R 2829,On Agreeing to the Amendment,Agreed to,,281,144
2007-06-28,1st,585,H R 2829,On Agreeing to the Amendment,Failed,,95,320
2007-06-28,1st,586,H R 2829,On Agreeing to the Amendment,Failed,,158,268
2007-06-28,1st,587,H R 2829,On Agreeing to the Amendment,Failed,,146,279
2007-06-28,1st,588,H R 2829,On Agreeing to the Amendment,Agreed to,,267,154
2007-06-28,1st,589,H R 2829,On Agreeing to the Amendment,Failed,,208,216
2007-06-28,1st,590,H R 2829,On Agreeing to the Amendment,Failed,,87,335
2007-06-28,1st,591,H R 2829,On Agreeing to the Amendment,Failed,,60,361
2007-06-28,1st,592,H R 2829,On Agreeing to the Amendment,Failed,,102,317
2007-06-28,1st,593,H R 2829,On Agreeing to the Amendment,Agreed to,,249,174
2007-06-28,1st,594,H R 2829,On Agreeing to the Amendment,Failed,,101,325
2007-06-28,1st,595,H R 2829,On Agreeing to the Amendment,Failed,,107,318
2007-06-28,1st,596,H R 2829,On Agreeing to the Amendment,Failed,,209,217
2007-06-28,1st,597,H R 2829,On Agreeing to the Amendment,Failed,,48,372
2007-06-28,1st,598,H R 2829,On Agreeing to the Amendment,Agreed to,,295,127
2007-06-28,1st,599,H R 2829,On Agreeing to the Amendment,Agreed to,,309,115
2007-06-28,1st,600,H R 2829,On Agreeing to the Amendment,Failed,,149,276
2007-06-28,1st,601,H R 2829,On Agreeing to the Amendment,Failed,,191,233
2007-06-28,1st,602,H R 2829,On Agreeing to the Amendment,Failed,,205,220
2007-06-28,1st,603,H R 2829,On Agreeing to the Amendment,Agreed to,,224,200
2007-06-28,1st,604,H R 2829,On Agreeing to the Amendment,Failed,,165,257
2007-06-28,1st,605,H R 2829,On Motion to Recommit with Instructions,Failed,Financial Services and General Government Appropriations for FY 2008,199,222
2007-06-28,1st,606,H R 2829,On Passage,Passed,Financial Services and General Government Appropriations for FY 2008,240,179
2007-07-11,1st,607,H RES 531,On Ordering the Previous Question,Passed,Providing for consideration of the bill (H.R. 2669) to provide for reconciliation pursuant to section 601 of the concurrent resolution on the budget for fiscal year 2008.,221,198
2007-07-11,1st,608,H RES 531,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 2669) to provide for reconciliation pursuant to section 601 of the concurrent resolution on the budget for fiscal year 2008.,222,197
2007-07-11,1st,609,H RES 526,On Motion to Suspend the Rules and Agree,Passed,Supporting home ownership and responsible lending,411,7
2007-07-11,1st,610,S 1701,On Motion to Suspend the Rules and Pass,Passed,"To provide for the extension of transitional medical assistance (TMA) and the abstinence education program through the end of fiscal year 2007, and for other purposes",291,126
2007-07-11,1st,611,H R 2669,On Agreeing to the Amendment,Failed,,189,231
2007-07-11,1st,612,H R 2669,On Motion to Recommit with Instructions,Failed,College Cost Reduction Act of 2007,199,223
2007-07-11,1st,613,H R 2669,On Passage,Passed,College Cost Reduction Act of 2007,273,149
2007-07-11,1st,614,H R 556,On Motion to Suspend the Rules and Agree to the Senate Amendment,Passed,Foreign Investment and National Security Act,370,45
2007-07-11,1st,615,H R 986,"On Motion to Suspend the Rules and Pass, as Amended",Failed,Eightmile Wild and Scenic River Act,239,173
2007-07-11,1st,616,H R 1337,"On Motion to Suspend the Rules and Pass, as Amended",Failed,To provide for a feasibility study of alternatives to augment the water supplies of the Central Oklahoma Master Conservancy District and cities served by the District,208,211
2007-07-11,1st,617,H R 2900,"On Motion to Suspend the Rules and Pass, as Amended",Passed,Food and Drug Administration Administration Act,403,16
2007-07-11,1st,618,H RES 467,"On Motion to Suspend the Rules and Agree, as Amended",Passed,Condemning the decision by the University and College Union of the United Kingdom to support a boycott of Israeli academia,414,0
2007-07-11,1st,619,H RES 482,"On Motion to Suspend the Rules and Agree, As Amended",Passed,Expressing support for the new power-sharing government in Northern Ireland.,413,1
2007-07-12,1st,620,H RES 533,On Ordering the Previous Question,Passed,"Providing for consideration of H.R. 2956, to require the Secretary of Defense to commence the reduction of the number of United States Armed Forces in Iraq to a limited presence by April 1, 2008, and for other purposes",225,197
2007-07-12,1st,621,H RES 533,On Agreeing to the Resolution,Passed,"Providing for consideration of H.R. 2956, to require the Secretary of Defense to commence the reduction of the number of United States Armed Forces in Iraq to a limited presence by April 1, 2008, and for other purposes",221,196
2007-07-12,1st,622,JOURNAL,On Approving the Journal,Passed,,240,178
2007-07-12,1st,623,H R 2956,Table Appeal of the Ruling of the Chair,Passed,Responsible Redeployment from Iraq Act,224,197
2007-07-12,1st,624,H R 2956,On Passage,Passed,Responsible Redeployment from Iraq Act,223,201
2007-07-12,1st,625,H R 1851,On Agreeing to the Amendment,Failed,,151,267
2007-07-12,1st,626,H R 1851,On Agreeing to the Amendment,Failed,,144,277
2007-07-12,1st,627,H R 1851,On Agreeing to the Amendment,Failed,,197,222
2007-07-12,1st,628,H R 1851,On Motion to Recommit with Instructions,Passed,Section 8 Voucher Reform Act,233,186
2007-07-12,1st,629,H R 1851,On Passage,Passed,Section 8 Voucher Reform Act,333,83
2007-07-16,1st,630,H R 1980,On Motion to Suspend the Rules and Pass,Passed,To authorize appropriations for the Housing Assistance Council,350,49
2007-07-16,1st,631,H R 1982,"On Motion to Suspend the Rules and Pass, as Amended",Passed,Rural Housing and Economic Development Improvement Act of 2007,350,49
2007-07-16,1st,632,H R 799,"On Motion to Suspend the Rules and Pass, as Amended",Passed,Appalachian Regional Development Act Amendments,332,70
2007-07-17,1st,633,H R 980,"On Motion to Suspend the Rules and Pass, as Amended",Passed,Public Safety Employer-Employee Cooperation Act,314,97
2007-07-17,1st,634,H RES 547,On Agreeing to the Resolution,Passed,"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations for FY 2008",232,178
2007-07-17,1st,635,H R 1,On Motion to Instruct Conferees,Passed,Implementing the 9/11Commission Recommendations Act,354,66
2007-07-17,1st,636,H R 2641,On Agreeing to the Amendment,Failed,,98,326
2007-07-17,1st,637,H R 2641,On Agreeing to the Amendment,Failed,,70,357
2007-07-17,1st,638,H R 2641,On Agreeing to the Amendment,Failed,,79,337
2007-07-17,1st,639,H R 2641,On Agreeing to the Amendment,Failed,,81,348
2007-07-17,1st,640,H R 2641,On Agreeing to the Amendment,Failed,,39,388
2007-07-17,1st,641,H R 2641,On Passage,Passed,Energy and Water Development and Related Agencies Appropriations for FY 2008,312,112
2007-07-17,1st,642,H R 3043,On Agreeing to the Amendment,Failed,,186,237
2007-07-17,1st,643,H R 3043,On Agreeing to the Amendment,Failed,,174,250
2007-07-17,1st,644,H R 3043,On Agreeing to the Amendment,Failed,,149,277
2007-07-17,1st,645,H R 3043,On Agreeing to the Amendment,Failed,,183,243
2007-07-17,1st,646,H R 3043,On Agreeing to the Amendment,Failed,,173,251
2007-07-18,1st,647,H R 3043,On Agreeing to the Amendment,Failed,,182,242
2007-07-18,1st,648,H R 3043,On Agreeing to the Amendment,Failed,,207,217
2007-07-18,1st,649,H R 3043,On Agreeing to the Amendment,Failed,,196,230
2007-07-18,1st,650,H R 3043,On Agreeing to the Amendment,Failed,,203,224
2007-07-18,1st,651,H R 3043,On Agreeing to the Amendment,Failed,,58,370
2007-07-18,1st,652,H R 3043,On Agreeing to the Amendment,Failed,,80,347
2007-07-18,1st,653,H R 3043,On Agreeing to the Amendment,Failed,,149,274
2007-07-18,1st,654,H R 3043,On Agreeing to the Amendment,Failed,,74,352
2007-07-18,1st,655,H R 3043,On Agreeing to the Amendment,Failed,,186,241
2007-07-18,1st,656,H R 3043,On Agreeing to the Amendment,Failed,,116,309
2007-07-18,1st,657,H R 3043,On Agreeing to the Amendment,Failed,,97,331
2007-07-18,1st,658,H R 3043,On Agreeing to the Amendment,Agreed to,,419,11
2007-07-18,1st,659,H R 3043,On Agreeing to the Amendment,Failed,,95,335
2007-07-18,1st,660,H R 3043,On Agreeing to the Amendment,Failed,,79,349
2007-07-18,1st,661,H R 3043,On Agreeing to the Amendment,Failed,,96,334
2007-07-18,1st,662,H R 3043,On Agreeing to the Amendment,Failed,,72,357
2007-07-18,1st,663,H R 3043,On Agreeing to the Amendment,Failed,,53,369
2007-07-18,1st,664,H R 3043,On Agreeing to the Amendment,Failed,,89,341
2007-07-18,1st,665,H R 3043,On Agreeing to the Amendment,Agreed to,,231,199
2007-07-18,1st,666,H R 3043,On Agreeing to the Amendment,Failed,,181,249
2007-07-18,1st,667,H R 3043,On Agreeing to the Amendment,Failed,,114,316
2007-07-18,1st,668,H R 3043,On Agreeing to the Amendment,Failed,,118,312
2007-07-18,1st,669,H R 3043,On Agreeing to the Amendment,Failed,,70,360
2007-07-18,1st,670,H R 3043,On Agreeing to the Amendment,Failed,,112,317
2007-07-18,1st,671,H R 3043,On Agreeing to the Amendment,Failed,,68,360
2007-07-19,1st,672,H R 3043,On Agreeing to the Amendment,Failed,,185,238
2007-07-19,1st,673,H R 3043,On Agreeing to the Amendment,Agreed to,,254,168
2007-07-19,1st,674,H R 3043,On Agreeing to the Amendment,Failed,,167,255
2007-07-19,1st,675,H R 3043,On Agreeing to the Amendment,Failed,,192,228
2007-07-19,1st,676,H R 3043,On Agreeing to the Amendment,Failed,,191,233
2007-07-19,1st,677,H R 3043,On Agreeing to the Amendment,Agreed to,,412,12
2007-07-19,1st,678,H R 3043,On Agreeing to the Amendment,Failed,,108,316
2007-07-19,1st,679,H R 3043,On Agreeing to the Amendment,Failed,,96,327
2007-07-19,1st,680,H R 3043,On Agreeing to the Amendment,Failed,,136,288
2007-07-19,1st,681,H R 3043,On Agreeing to the Amendment,Failed,,165,256
2007-07-19,1st,682,H R 3043,On Agreeing to the Amendment,Failed,,177,245
2007-07-19,1st,683,H R 3043,On Agreeing to the Amendment,Failed,,177,245
2007-07-19,1st,684,H R 3043,On Agreeing to the Amendment,Failed,,189,231
2007-07-19,1st,685,H R 3043,On Motion to Recommit with Instructions,Failed,"Making appropriations for the Department of Labor, Health and Human Services, and Education, and related agencies for fiscal year ending September 30, 2008, and for other purposes",206,213
2007-07-19,1st,686,H R 3043,On Passage,Passed,"Making appropriations for the Department of Labor, Health and Human Services, and Education, and related agencies for fiscal year ending September 30, 2008, and for other purposes",276,140
2007-07-23,1st,687,H R 404,"On Motion to Suspend the Rules and Pass, as Amended",Passed,Federal Customer Service Enhancement Act,383,0
2007-07-23,1st,688,H RES 553,On Motion to Suspend the Rules and Agree,Passed,Mourning the passing of Lady Bird Johnson,381,0
2007-07-23,1st,689,H RES 519,On Motion to Suspend the Rules and Agree,Passed,Honoring the life and accomplishments of Tom Lea on the 100th anniversary of his birth,384,0
2007-07-23,1st,690,H RES 558,On Ordering the Previous Question,Passed,"Providing for consideration of H.R. 3074, the Departments of Transportation, and Housing and Urban Development, and related agencies, FY 2008",210,179
2007-07-24,1st,691,H R 3074,On Agreeing to the Amendment,Failed,,201,217
2007-07-24,1st,692,H R 3074,On Agreeing to the Amendment,Failed,,110,308
2007-07-24,1st,693,H R 3074,On Agreeing to the Amendment,Failed,,94,328
2007-07-24,1st,694,H R 3074,On Agreeing to the Amendment,Failed,,104,312
2007-07-24,1st,695,H R 3074,On Agreeing to the Amendment,Failed,,121,300
2007-07-24,1st,696,H R 3074,On Agreeing to the Amendment,Failed,,116,307
2007-07-24,1st,697,H R 3074,On Agreeing to the Amendment,Failed,,139,283
2007-07-24,1st,698,H R 3074,On Agreeing to the Amendment,Failed,,87,335
2007-07-24,1st,699,H R 3074,On Agreeing to the Amendment,Failed,,68,356
2007-07-24,1st,700,H R 3074,On Agreeing to the Amendment,Failed,,69,352
2007-07-24,1st,701,H R 3074,On Agreeing to the Amendment,Failed,,81,342
2007-07-24,1st,702,H R 3074,On Agreeing to the Amendment,Failed,,77,347
2007-07-24,1st,703,H R 3074,On Agreeing to the Amendment,Agreed to,,268,158
2007-07-24,1st,704,H R 3074,On Agreeing to the Amendment,Failed,,65,360
2007-07-24,1st,705,H R 3074,On Agreeing to the Amendment,Failed,,97,327
2007-07-24,1st,706,H R 3074,On Agreeing to the Amendment,Failed,,86,338
2007-07-24,1st,707,H R 3074,On Agreeing to the Amendment,Agreed to,,362,63
2007-07-24,1st,708,H R 3074,On Agreeing to the Amendment,Failed,,133,292
2007-07-24,1st,709,H R 3074,On Agreeing to the Amendment,Failed,,177,250
