date,session,number,bill,question,result,description,yeatotal,naytotal
2005-05-25,1st,219,H R 1815,On Agreeing to the Amendment,Failed,,112,316
2005-05-25,1st,220,H R 1815,On Agreeing to the Amendment,Failed,,128,300
2005-05-25,1st,221,H R 1815,On Motion to Recommit with Instructions,Failed,"National Defense Authorization Act, FY 06",211,218
2005-05-25,1st,222,H R 1815,On Passage,Passed,"National Defense Authorization Act, FY 06",390,39
2005-05-26,1st,223,H RES 298,On Ordering the Previous Question,Passed,"Providing for consideration of the bill (H.R. 2528), Military Quality of Life and VA Appropriations, FY 2006",223,194
2005-05-26,1st,224,H R 2528,On Agreeing to the Amendment,Failed,,213,214
2005-05-26,1st,225,H R 2528,On Agreeing to the Amendment,Failed,,171,254
2005-05-26,1st,226,H R 2528,On Passage,Passed,"Military Quality of Life and VA Appropriations, FY 2006",425,1
2005-05-26,1st,227,H R 3,On Motion to Instruct Conferees,Failed,Transportation Equity Act: A Legacy for Users,189,223
2005-06-07,1st,228,H CON RES 44,On Motion to Suspend the Rules and Agree,Passed,Recognizing the historical significance of the Mexican holiday of Cinco de Mayo,405,0
2005-06-07,1st,229,H RES 282,On Motion to Suspend the Rules and Agree,Passed,"Expressing the sense of the House of Representatives regarding manifestations of anti-Semitism by United Nations member states and urging action against anti-Semitism by United Nations officials, United Nations member states, and the Government of the United States, and for other purposes",409,2
2005-06-08,1st,230,H R 2744,On Agreeing to the Amendment,Agreed to,,226,201
2005-06-08,1st,231,H R 2744,On Agreeing to the Amendment,Failed,,187,240
2005-06-08,1st,232,H R 2744,On Agreeing to the Amendment,Agreed to,,218,210
2005-06-08,1st,233,H R 2744,On Agreeing to the Amendment,Agreed to,,269,158
2005-06-08,1st,234,H R 2744,On Agreeing to the Amendment,Failed,,146,280
2005-06-08,1st,235,H R 2744,On Agreeing to the Amendment,Failed,,66,356
2005-06-08,1st,236,H R 2744,On Agreeing to the Amendment,Failed,,80,335
2005-06-08,1st,237,H R 2744,On Agreeing to the Amendment,Failed,,169,258
2005-06-08,1st,238,H R 2744,On Passage,Passed,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2006",408,18
2005-06-09,1st,239,H J RES 27,On Passage,Failed,Withdrawing approval of the United States from the Agreement establishing the World Trade Organization,86,338
2005-06-09,1st,240,H RES 310,On Motion to Table,Passed,,219,199
2005-06-13,1st,241,S 643,On Motion to Suspend the Rules and Pass,Passed,To amend the Agricultural Credit Act of 1987 to reauthorize State mediation programs,371,2
2005-06-13,1st,242,H R 2326,On Motion to Suspend the Rules and Pass,Passed,Floyd Lupton Post Office Designation,370,0
2005-06-14,1st,243,H RES 314,On Ordering the Previous Question,Passed,"Providing for consideration of the bill (H.R. 2862), Science, State, Justice, and Commerce Appropriations, FY 06",222,190
2005-06-14,1st,244,H R 2862,On Agreeing to the Amendment,Failed,,196,230
2005-06-14,1st,245,H R 2862,On Agreeing to the Amendment,Failed,,175,252
2005-06-14,1st,246,H R 2862,On Agreeing to the Amendment,Agreed to,,234,189
2005-06-14,1st,247,H R 2862,On Agreeing to the Amendment,Failed,,130,297
2005-06-14,1st,248,H R 2862,On Agreeing to the Amendment,Agreed to,,260,168
2005-06-14,1st,249,H R 2862,On Agreeing to the Amendment,Failed,,112,316
2005-06-14,1st,250,H R 2862,On Agreeing to the Amendment,Agreed to,,231,195
2005-06-15,1st,251,H R 2862,On Agreeing to the Amendment,Failed,,31,396
2005-06-15,1st,252,H R 2862,On Agreeing to the Amendment,Failed,,177,248
2005-06-15,1st,253,H R 2862,On Agreeing to the Amendment,Failed,,124,304
2005-06-15,1st,254,H R 2862,On Agreeing to the Amendment,Failed,,210,216
2005-06-15,1st,255,H R 2862,On Agreeing to the Amendment,Failed,,161,264
2005-06-15,1st,256,H R 2862,On Agreeing to the Amendment,Failed,,201,222
2005-06-15,1st,257,H R 2862,On Agreeing to the Amendment,Agreed to,,242,182
2005-06-15,1st,258,H R 2862,On Agreeing to the Amendment,Agreed to,,238,187
2005-06-16,1st,259,H R 2862,On Agreeing to the Amendment,Failed,,65,357
2005-06-16,1st,260,H R 2862,On Agreeing to the Amendment,Failed,,91,336
2005-06-16,1st,261,H R 2862,On Agreeing to the Amendment,Agreed to,,415,8
2005-06-16,1st,262,H R 2862,On Agreeing to the Amendment,Failed,,204,222
2005-06-16,1st,263,H R 2862,On Agreeing to the Amendment,Failed,,106,322
2005-06-16,1st,264,H R 2862,On Agreeing to the Amendment,Failed,,183,244
2005-06-16,1st,265,H R 2862,On Agreeing to the Amendment,Failed,,149,278
2005-06-16,1st,266,H R 2862,On Agreeing to the Amendment,Failed,,192,233
2005-06-16,1st,267,H R 2862,On Agreeing to the Amendment,Agreed to,,218,208
2005-06-16,1st,268,H R 2862,On Passage,Passed,"Science, State, Justice, and Commerce Appropriations, FY 2006",418,7
2005-06-16,1st,269,H RES 315,On Ordering the Previous Question,Passed,"Providing for consideration of the bill (H.R. 2863), Department of Defense Appropriations, FY 2006",223,200
2005-06-16,1st,270,H R 2745,On Agreeing to the Amendment,Agreed to,,405,13
2005-06-16,1st,271,H R 2745,On Agreeing to the Amendment,Agreed to,,402,14
2005-06-16,1st,272,H R 2745,On Agreeing to the Amendment,Agreed to,,411,9
2005-06-16,1st,273,H RES 324,On Motion to Table,Passed,,222,191
2005-06-17,1st,274,H R 2745,On Agreeing to the Amendment,Agreed to,,373,32
2005-06-17,1st,275,H R 2745,On Agreeing to the Amendment,Agreed to,,375,29
2005-06-17,1st,276,H R 2745,On Agreeing to the Amendment,Agreed to,,366,38
2005-06-17,1st,277,H R 2745,On Agreeing to the Amendment,Agreed to,,405,2
2005-06-17,1st,278,H R 2745,On Agreeing to the Amendment,Agreed to,,281,126
2005-06-17,1st,279,H R 2745,On Agreeing to the Amendment,Failed,,108,297
2005-06-17,1st,280,H R 2745,On Agreeing to the Amendment,Failed,,100,306
2005-06-17,1st,281,H R 2745,On Agreeing to the Amendment,Failed,,190,216
2005-06-17,1st,282,H R 2745,On Passage,Passed,Henry J. Hyde United Nations Reform Act,221,184
2005-06-20,1st,283,H R 2863,On Agreeing to the Amendment,Failed,,198,210
2005-06-20,1st,284,H R 2863,On Agreeing to the Amendment,Failed,,84,329
2005-06-20,1st,285,H R 2863,On Agreeing to the Amendment,Failed,,136,280
2005-06-20,1st,286,H R 2863,On Agreeing to the Amendment,Failed,,180,235
2005-06-20,1st,287,H R 2863,On Passage,Passed,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2006, and for other purposes",398,19
2005-06-21,1st,288,H RES 331,On Ordering the Previous Question,Passed,"Providing for the consideration of H.R. 2475, Intelligence Authorization Act for Fiscal Year 2006",224,201
2005-06-21,1st,289,H R 2475,On Motion to Recommit with Instructions,Failed,Intelligence Authorization Act for Fiscal Year 2006,197,228
2005-06-21,1st,290,H R 2475,On Passage,Passed,Intelligence Authorization Act for Fiscal Year 2006,409,16
2005-06-21,1st,291,H J RES 52,On Motion to Suspend the Rules and Pass,Passed,Approving the renewal of import restrictions contained in the Burmese Freedom and Democracy Act of 2003,423,2
2005-06-21,1st,292,H CON RES 160,On Motion to Suspend the Rules and Agree,Passed,"Recognizing the historical significance of Juneteenth Independence Day, and expressing the sense of Congress that history should be regarded as a means for understanding the past and solving the challenges of the future",425,0
2005-06-22,1st,293,H J RES 10,On Agreeing to the Amendment,Failed,,129,279
2005-06-22,1st,294,H J RES 10,Table Appeal of the Ruling of the Chair,Passed,Proposing an amendment to the Constitution of the United States authorizing the Congress to prohibit the physical desecration of the flag of the United States,222,194
2005-06-22,1st,295,H J RES 10,Table Appeal of the Ruling of the Chair,Passed,Proposing an amendment to the Constitution of the United States authorizing the Congress to prohibit the physical desecration of the flag of the United States,222,190
2005-06-22,1st,296,H J RES 10,On Passage,Passed,Proposing an amendment to the Constitution of the United States authorizing the Congress to prohibit the physical desecration of the flag of the United States,286,130
2005-06-22,1st,297,H RES 334,On Ordering the Previous Question,Passed,"Providing for consideration of the bill (H.R. 2985) making appropriations for the Legislative Branch for the fiscal year ending September 30, 2006, and for other purposes",219,196
2005-06-22,1st,298,H RES 334,On Agreeing to the Resolution,Passed,"Providing for consideration of the bill (H.R. 2985) making appropriations for the Legislative Branch for the fiscal year ending September 30, 2006, and for other purposes",220,192
2005-06-22,1st,299,H R 2985,On Agreeing to the Amendment,Failed,,143,268
2005-06-22,1st,300,H R 2985,On Agreeing to the Amendment,Failed,,185,226
2005-06-22,1st,301,H R 2985,On Agreeing to the Amendment,Failed,,114,294
2005-06-22,1st,302,H R 2985,On Motion to Recommit,Failed,"Making appropriations for the Legislative Branch for the fiscal year ending September 30, 2006, and for other purposes",180,232
2005-06-22,1st,303,H R 2985,On Passage,Passed,"Making appropriations for the Legislative Branch for the fiscal year ending September 30, 2006, and for other purposes",330,82
2005-06-23,1st,304,H RES 337,On Ordering the Previous Question,Passed,"Providing for the consideration of H.R. 3010, Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2006",225,194
2005-06-23,1st,305,H R 3010,On Agreeing to the Amendment,Agreed to,,284,140
2005-06-23,1st,306,H R 3010,On Agreeing to the Amendment,Failed,,206,216
2005-06-23,1st,307,H R 3010,On Agreeing to the Amendment,Failed,,161,262
2005-06-24,1st,308,H R 3010,On Agreeing to the Amendment,Failed,,102,298
2005-06-24,1st,309,H R 3010,On Agreeing to the Amendment,Agreed to,,219,185
2005-06-24,1st,310,H R 3010,On Agreeing to the Amendment,Failed,,170,237
2005-06-24,1st,311,H R 3010,On Agreeing to the Amendment,Agreed to,,314,94
2005-06-24,1st,312,H R 3010,On Agreeing to the Amendment,Agreed to,,285,121
2005-06-24,1st,313,H R 3010,On Agreeing to the Amendment,Failed,,84,323
2005-06-24,1st,314,H R 3010,On Agreeing to the Amendment,Failed,,187,218
2005-06-24,1st,315,H R 3010,On Agreeing to the Amendment,Failed,,146,256
2005-06-24,1st,316,H R 3010,On Agreeing to the Amendment,Agreed to,,224,178
2005-06-24,1st,317,H R 3010,On Agreeing to the Amendment,Failed,,97,304
2005-06-24,1st,318,H R 3010,On Agreeing to the Amendment,Failed,,165,234
2005-06-24,1st,319,H R 3010,On Agreeing to the Amendment,Failed,,192,210
2005-06-24,1st,320,H R 3010,On Motion to Recommit,Failed,"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2006",185,216
2005-06-24,1st,321,H R 3010,On Passage,Passed,"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2006",250,151
2005-06-27,1st,322,H RES 199,"On Motion to Suspend the Rules and Agree, as Amended",Passed,Expressing the sense of the House of Representatives regarding the massacre at Srebrenica in July 1995,370,1
2005-06-27,1st,323,H CON RES 155,On Motion to Suspend the Rules and Agree,Passed,"Urging the Government of the Republic of Albania to ensure that the parliamentary elections to be held on July 3, 2005, are conducted in accordance with international standards for free and fair elections",369,1
2005-06-28,1st,324,H R 458,"On Motion to Suspend the Rules and Pass, as Amended",Passed,To prevent the sale of abusive insurance and investment products to military personnel,405,2
2005-06-28,1st,325,H RES 341,On Ordering the Previous Question,Passed,"Providing for consideration of the bill (H.R. 3057) Foreign Operations, Export Financing, and related programs Appropriations, FY 2006",217,189
2005-06-28,1st,326,H R 3057,On Agreeing to the Amendment,Failed,,87,326
2005-06-28,1st,327,H RES 342,On Ordering the Previous Question,Passed,"Providing for consideration of the bill (H.R. 3058) Transportation, Treasury, HUD, Judiciary, DC Appropriations, FY 2006",263,152
2005-06-28,1st,328,H RES 342,On Agreeing to the Resolution,Passed,"Providing for consideration of the bill (H.R. 3058) Transportation, Treasury, HUD, Judiciary, DC Appropriations, FY 2006",219,193
2005-06-28,1st,329,H R 3057,On Agreeing to the Amendment,Failed,,189,234
2005-06-28,1st,330,H R 3057,On Agreeing to the Amendment,Agreed to,,327,98
2005-06-28,1st,331,H R 3057,On Agreeing to the Amendment,Agreed to,,293,132
2005-06-28,1st,332,H R 3057,On Agreeing to the Amendment,Agreed to,,313,114
2005-06-28,1st,333,H R 3057,On Agreeing to the Amendment,Agreed to,,294,132
2005-06-28,1st,334,H R 3057,On Agreeing to the Amendment,Failed,,117,309
2005-06-28,1st,335,H R 3057,On Passage,Passed,"Making appropriations for foreign operations, export financing, and related programs for the fiscal year ending September 30, 2006, and for other purposes",393,32
2005-06-29,1st,336,H R 3058,On Agreeing to the Amendment,Agreed to,,269,152
2005-06-29,1st,337,H R 3058,On Agreeing to the Amendment,Failed,,59,362
2005-06-29,1st,338,H R 3058,On Agreeing to the Amendment,Agreed to,,231,191
2005-06-29,1st,339,H R 3058,On Agreeing to the Amendment,Agreed to,,225,194
2005-06-29,1st,340,H R 3058,On Agreeing to the Amendment,Agreed to,,248,173
2005-06-29,1st,341,H R 3058,On Agreeing to the Amendment,Failed,,42,374
2005-06-29,1st,342,H R 3058,On Agreeing to the Amendment,Failed,,188,232
2005-06-29,1st,343,H R 3058,On Agreeing to the Amendment,Agreed to,,315,103
2005-06-29,1st,344,H R 3058,On Agreeing to the Amendment,Agreed to,,268,151
2005-06-30,1st,345,H R 3058,On Agreeing to the Amendment,Failed,,208,211
2005-06-30,1st,346,H R 3058,On Agreeing to the Amendment,Failed,,187,233
2005-06-30,1st,347,H R 3058,On Agreeing to the Amendment,Agreed to,,238,177
2005-06-30,1st,348,H R 3058,On Agreeing to the Amendment,Failed,,169,250
2005-06-30,1st,349,H R 3058,On Agreeing to the Amendment,Agreed to,,259,161
2005-06-30,1st,350,H R 3058,On Agreeing to the Amendment,Agreed to,,231,189
2005-06-30,1st,351,H R 3058,On Agreeing to the Amendment,Failed,,190,231
2005-06-30,1st,352,H R 3058,On Agreeing to the Amendment,Failed,,88,338
2005-06-30,1st,353,H R 3058,On Agreeing to the Amendment,Agreed to,,333,92
2005-06-30,1st,354,H R 3058,On Agreeing to the Amendment,Failed,,208,215
2005-06-30,1st,355,H R 3058,On Agreeing to the Amendment,Failed,,141,284
2005-06-30,1st,356,H R 3058,On Agreeing to the Amendment,Agreed to,,233,192
2005-06-30,1st,357,H R 3058,On Agreeing to the Amendment,Agreed to,,222,203
2005-06-30,1st,358,H R 3058,On Passage,Passed,"Making appropriations for the Departments of Transportation, Treasury, and Housing and Urban Development, the Judiciary, District of Columbia, and independent agencies for the fiscal year ending September 30, 2006, and for other purposes",405,18
2005-06-30,1st,359,H RES 345,On Ordering the Previous Question,Passed,"Providing for consideration of motions to suspend the rules, and for other purposes",216,191
2005-06-30,1st,360,H RES 344,On Motion to Suspend the Rules and Agree,Passed,Expressing the sense of the House of Representatives that a Chinese state-owned energy company exercising control of critical Unted States energy infrastructure and energy production capacity could take action that would threaten to impair the national security of the United States,398,15
2005-06-30,1st,361,H RES 340,On Motion to Suspend the Rules and Agree,Passed,Expressing the grave disapproval of the House of Representatives regarding the majority opinion of the Supreme Court in the case of Kelo et al. v. City of New London et al. that nullifies the protections afforded private property owners in the Takings Clause of the Fifth Amendment,365,33
2005-06-30,1st,362,H R 3130,On Motion to Suspend the Rules and Pass,Passed,Making supplemental appropriations for fiscal year 2005 for veterans medical services,419,0
2005-07-11,1st,363,H CON RES 168,"On Motion to Suspend the Rules and Agree, As Amended",Passed,Condemning the Democratic People’s Republic of Korea for the abductions and continued captivity of citizens of the Republic of Korea and Japan as acts of terrorism and gross violations of human rights,362,1
2005-07-11,1st,364,H RES 333,On Motion to Suspend the Rules and Agree,Passed,"Supporting the goals and ideals of a National Weekend of Prayer and Reflection for Darfur, Sudan",364,2
2005-07-12,1st,365,H RES 351,On Ordering the Previous Question,Passed,"Rule providing for consideration of H.R. 739, H.R. 740, H.R. 741, and H.R. 742",223,191
2005-07-12,1st,366,H RES 351,On Agreeing to the Resolution,Passed,"Rule providing for consideration of H.R. 739, H.R. 740, H.R. 741, and H.R. 742",224,189
2005-07-12,1st,367,H RES 352,On Motion to Suspend the Rules and Agree,Failed,Providing that the House of Representatives will focus on removing barriers to competitiveness of the United States economy,242,177
2005-07-12,1st,368,H RES 343,On Motion to Suspend the Rules and Agree,Passed,Commending the State of Kuwait for granting women certain important political rights,420,0
2005-07-12,1st,369,H R 739,On Passage,Passed,Occupational Safety and Health Small Business Day in Court Act,256,164
2005-07-12,1st,370,H R 740,On Passage,Passed,Occupational Safety and Health Review Commission Efficiency Act,234,185
2005-07-12,1st,371,H R 741,On Passage,Passed,Occupational Safety and Health Independent Review of OSHA Citations Act,226,197
2005-07-12,1st,372,H R 742,On Passage,Passed,Occupational Safety and Health Small Employer Access to Justice Act of 2005,235,187
2005-07-14,1st,373,H R 6,On Motion to Instruct Conferees,Failed,Energy Policy Act of 2005,201,217
2005-07-14,1st,374,H R 3100,On Motion to Suspend the Rules and Pass,Failed,East Asia Security Act of 2005,215,203
2005-07-14,1st,375,H RES 356,On Motion to Suspend the Rules and Agree,Passed,"Condemning in the strongest terms the terrorist attacks in London, England, on July 7, 2005",416,0
2005-07-14,1st,376,H R 2864,On Agreeing to the Amendment,Failed,,111,310
2005-07-14,1st,377,H R 2864,On Agreeing to the Amendment,Failed,,105,315
2005-07-14,1st,378,H R 2864,On Passage,Passed,"To provide for conservation and development of water and related resources, to authorize the Secretary of the Army to construct various projects for improvements to rivers and harbors of the United States, and for other purposes",406,14
2005-07-14,1st,379,H CON RES 191,"On Motion to Suspend the Rules and Agree, as Amended",Passed,Commemorating the 60th Anniversary of the conclusion of the War in the Pacific and honoring veterans of both the Pacific and Atlantic theaters of the Second World War,399,0
2005-07-18,1st,380,H RES 328,"On Motion to Suspend the Rules and Agree, as Amended",Passed,Recognizing the 25th anniversary of the workers’ strikes in Poland in 1980 that led to the establishment of the Solidarity Trade Union,385,0
2005-07-18,1st,381,H CON RES 175,"On Motion to Suspend the Rules and Agree, as Amended",Passed,"Acknowledging African descendants of the transatlantic slave trade in all of the Americas with an emphasis on descendants in Latin America and the Caribbean, recognizing the injustices suffered by these African descendants, and recommending that the United States and the international community...",382,6
2005-07-18,1st,382,H RES 364,On Motion to Suspend the Rules and Agree,Passed,Commending the continuing improvement in relations between the United States and the Republic of India,388,0
2005-07-19,1st,383,H RES 365,On Ordering the Previous Question,Passed,"Providing for the consideration of H.R. 2601, Foreign Relations Authorization Act, Fiscal Years 2006 and 2007",226,196
2005-07-19,1st,384,H RES 365,On Agreeing to the Resolution,Passed,"Providing for the consideration of H.R. 2601, Foreign Relations Authorization Act, Fiscal Years 2006 and 2007",228,190
2005-07-19,1st,385,H R 2601,On Agreeing to the Amendment,Agreed to,,226,195
2005-07-19,1st,386,H R 2601,On Agreeing to the Amendment,Agreed to,,423,2
2005-07-19,1st,387,H R 2601,On Agreeing to the Amendment,Agreed to,,424,1
2005-07-19,1st,388,H R 2601,On Agreeing to the Amendment,Agreed to,,426,1
2005-07-19,1st,389,H R 2601,On Agreeing to the Amendment,Agreed to,,223,205
2005-07-20,1st,390,H R 2601,On Agreeing to the Amendment,Agreed to,,423,0
2005-07-20,1st,391,H R 2601,On Agreeing to the Amendment,Failed,,124,302
2005-07-20,1st,392,H R 2601,On Agreeing to the Amendment,Agreed to,,373,56
2005-07-20,1st,393,H R 2601,On Agreeing to the Amendment,Failed,,156,273
2005-07-20,1st,394,H R 2601,On Agreeing to the Amendment,Agreed to,,422,2
2005-07-20,1st,395,H R 2601,On Agreeing to the Amendment,Agreed to,,330,100
2005-07-20,1st,396,H R 2601,On Agreeing to the Amendment,Agreed to,,304,124
2005-07-20,1st,397,H R 2601,On Agreeing to the Amendment,Agreed to,,291,137
2005-07-20,1st,398,H R 2601,On Motion to Recommit with Instructions,Failed,"Foreign Relations Authorization Act, Fiscal Years 2006 and 2007",203,227
2005-07-20,1st,399,H R 2601,On Passage,Passed,"Foreign Relations Authorization Act, Fiscal Years 2006 and 2007",351,78
2005-07-20,1st,400,H RES 326,"On Motion to Suspend the Rules and Agree, as Amended",Passed,Calling for free and fair parliamentary elections in the Republic of Azerbaijan,416,1
2005-07-21,1st,401,H RES 369,On Ordering the Previous Question,Passed,"Providing for the consideration of H.R. 3199, USA PATRIOT and Terrorism Prevention Reauthorization Act",224,197
2005-07-21,1st,402,H RES 369,On Agreeing to the Resolution,Passed,"Providing for the consideration of H.R. 3199, USA PATRIOT and Terrorism Prevention Reauthorization Act",224,196
2005-07-21,1st,403,H R 3199,On Agreeing to the Amendment,Agreed to,,402,26
2005-07-21,1st,404,H R 3199,On Agreeing to the Amendment,Agreed to,,406,21
2005-07-21,1st,405,H R 3199,On Agreeing to the Amendment,Agreed to,,362,66
2005-07-21,1st,406,H R 3199,On Agreeing to the Amendment,Agreed to,,394,32
2005-07-21,1st,407,H R 3199,On Agreeing to the Amendment,Agreed to,,418,7
2005-07-21,1st,408,H R 3199,On Agreeing to the Amendment,Agreed to,,407,21
2005-07-21,1st,409,H R 3199,On Agreeing to the Amendment,Agreed to,,261,165
2005-07-21,1st,410,H R 3199,On Agreeing to the Amendment,Agreed to,,381,45
2005-07-21,1st,411,H R 3199,On Agreeing to the Amendment,Agreed to,,387,38
2005-07-21,1st,412,H R 3199,"On Agreeing to the Amendment, as Modified",Agreed to,,233,192
2005-07-21,1st,413,H R 3199,On Motion to Recommit with Instructions,Failed,USA PATRIOT and Terrorism Prevention Reauthorization Act,209,218
2005-07-21,1st,414,H R 3199,On Passage,Passed,USA PATRIOT and Terrorism Prevention Reauthorization Act,257,171
2005-07-22,1st,415,H R 3070,On Agreeing to the Amendment,Failed,,192,206
2005-07-22,1st,416,H R 3070,On Passage,Passed,National Aeronautics and Space Administration Authorization Act,383,15
2005-07-25,1st,417,H J RES 59,"On Motion to Suspend the Rules and Pass, as Amended",Passed,Expressing the sense of Congress with respect to the establishment of an appropriate day for the commemoration of the women suffragists who fought for and won the right of women to vote in the United States,378,0
2005-07-25,1st,418,H CON RES 181,"On Motion to Suspend the Rules and Agree, as Amended",Passed,"Supporting the goals and ideals of National Life Insurance Awareness Month, and for other purposes",377,4
2005-07-25,1st,419,H RES 376,"On Motion to Suspend the Rules and Agree, as Amended",Passed,Expressing the sense of the House of Representatives that the Federal Trade Commission should investigate the publication of the video game “Grand Theft Auto: San Andreas” to determine if the publisher intentionally deceived the Entertainment Software Ratings Board to avoid an “Adults -Only” rating,355,21
2005-07-26,1st,420,H R 3200,On Motion to Suspend the Rules and Pass,Passed,Servicemembers’ Group Life Insurance Enhancement Act,424,0
2005-07-26,1st,421,H R 3283,"On Motion to Suspend the Rules and Pass, as Amended",Failed,United States Trade Rights Enforcement Act,240,186
2005-07-26,1st,422,H R 2361,On Motion to Instruct Conferees,Passed,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2006",426,0
2005-07-26,1st,423,H R 2977,On Motion to Suspend the Rules and Pass,Passed,Paul Kasten Post Office Building,422,0
2005-07-26,1st,424,H R 525,On Agreeing to the Amendment,Failed,,197,230
2005-07-26,1st,425,H R 525,On Motion to Recommit with Instructions,Failed,To amend title I of the Employee Retirement Income Security Act of 1974 to improve access and choice for entrepreneurs with small businesses with respect to medical care for their emplopyees,198,230
2005-07-26,1st,426,H R 525,On Passage,Passed,To amend title I of the Employee Retirement Income Security Act of 1974 to improve access and choice for entrepreneurs with small businesses with respect to medical care for their emplopyees,263,165
2005-07-26,1st,427,H R 2894,On Motion to Suspend the Rules and Pass,Passed,Abraham Lincoln Birthplace Post Office Building,421,0
2005-07-26,1st,428,H R 22,On Agreeing to the Amendment,Failed,,82,345
2005-07-26,1st,429,H R 22,On Agreeing to the Amendment,Failed,,51,379
2005-07-26,1st,430,H R 22,On Passage,Passed,Postal Accountability and Enhancement Act,410,20
2005-07-26,1st,431,H R 3339,On Motion to Suspend the Rules and Pass,Passed,James T. Malloy Post Office Building,423,0
2005-07-27,1st,432,H RES 387,On Ordering the Previous Question,Passed,Providing for consideration of the bill (H.R. 3283) United States Trade Rights Enforcement Act,226,202
2005-07-27,1st,433,H RES 387,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 3283) United States Trade Rights Enforcement Act,228,200
2005-07-27,1st,434,S 544,On Motion to Suspend the Rules and Pass,Passed,Patient Safety and Quality Improvement Act,428,3
2005-07-27,1st,435,S 45,On Motion to Suspend the Rules and Pass,Passed,"To amend the Contolled Substances Act to lift the patient limitation on prescribing drug addiction treatments by medical practitioners in group practices, and for other purposes",429,0
2005-07-27,1st,436,H R 3283,On Motion to Recommit with Instructions,Failed,United States Trade Rights Enforcement Act,195,232
2005-07-27,1st,437,H R 3283,On Passage,Passed,United States Trade Rights Enforcement Act,255,168
2005-07-27,1st,438,H RES 383,On Motion to Suspend the Rules and Agree,Passed,Encouraging the Transitional National Assembly of Iraq to adopt a constitution that grants women equal rights under the law and to work to protect such rights,426,0
2005-07-27,1st,439,H RES 384,On Motion to Suspend the Rules and Agree,Passed,"Condemning in the strongest terms the terrorist attacks in Sharm el-Sheikh, Egypt, on July 23, 2005, and for other purposes",428,0
2005-07-27,1st,440,H RES 385,On Ordering the Previous Question,Passed,"Providing for consideration of H.R. 5, to improve patient access to health care services and provide improved medical care by reducing the excessive burden the liability system places on the health care delivery system",226,200
2005-07-27,1st,441,H RES 385,On Agreeing to the Resolution,Passed,"Providing for consideration of H.R. 5, to improve patient access to health care services and provide improved medical care by reducing the excessive burden the liability system places on the health care delivery system",226,200
2005-07-27,1st,442,H RES 386,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 3045) to implement the Dominican Republic-Central America-United States Free Trade Agreement,227,201
2005-07-28,1st,443,H R 3045,On Passage,Passed,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,217,215
2005-07-28,1st,444,H RES 308,On Motion to Suspend the Rules and Agree,Passed,Supporting the goals of National Marina Day,385,0
2005-07-28,1st,445,H R 6,On Agreeing to the Conference Report,Passed,Energy Policy Act of 2005,275,156
2005-07-28,1st,446,H RES 392,On Agreeing to the Resolution,Passed,"Waiving points of order against the conference report to accompany the bill (H.R. 2361) making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2006, and for other purposes",402,4
2005-07-28,1st,447,H RES 396,On Agreeing to the Resolution,Passed,"Waiving points of order against the conference report to accompany the bill (H.R. 2985) making appropriations for the Legislative Branch for the fiscal year ending September 30, 2006, and for other purposes",375,27
2005-07-28,1st,448,H R 5,On Motion to Recommit with Instructions,Failed,To improve patient access to health care services and provide improved medical care by reducing the excessive burden the liability system places on the health care delivery system,193,234
2005-07-28,1st,449,H R 5,On Passage,Passed,To improve patient access to health care services and provide improved medical care by reducing the excessive burden the liability system places on the health care delivery system,230,194
2005-07-28,1st,450,H R 2361,On Agreeing to the Conference Report,Passed,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2006",410,10
2005-07-28,1st,451,H R 2985,On Agreeing to the Conference Report,Passed,"Making appropriations for the Legislative Branch for the fiscal year ending September 30, 2006, and for other purposes",305,122
2005-07-28,1st,452,H CON RES 225,On Agreeing to the Resolution,Passed,Providing for an adjournment or recess of the two Houses,404,16
2005-07-29,1st,453,H R 3,On Agreeing to the Conference Report,Passed,Transportation Equity Act: A Legacy for Users,412,8
2005-09-06,1st,454,H RES 360,On Motion to Suspend the Rules and Agree,Passed,Commemorating the 60th anniversary of V-J Day and the end of World War II in the Pacific,394,0
2005-09-06,1st,455,S J RES 19,"On Motion to Suspend the Rules and Pass, as Amended",Passed,Calling upon the President to issue a proclamation recognizing the 30th anniversary of the Helsinki Final Act,393,1
2005-09-07,1st,456,H R 3650,On Motion to Suspend the Rules and Pass,Passed,"To allow United States Courts to conduct business during emergency conditions, and for other purposes",409,0
2005-09-07,1st,457,H R 3169,"On Motion to Suspend the Rules and Pass, as Amended",Passed,To provide the Secretary of Education with waiver authority for students who are eligible for Pell Grants who are adversely affected by a natural disaster,412,0
2005-09-08,1st,458,H RES 426,On Ordering the Previous Question,Passed,Providing for consideration of motions to suspend the rules,221,193
