date,session,number,bill,question,result,description,yeatotal,naytotal
2005-06-22,1,147,H.R. 6,On the Motion to Table S.Amdt. 805,Agreed to,Motion to Table Schumer Amdt. No. 805 As Modified; To express the sense of the Senate regarding management of the Strategic Petroleum Reserve to lower the burden of gasoline prices on the economy of the United States and circumvent the efforts of OPEC to reap windfall profits.,57,39
2005-06-22,1,148,H.R. 6,On the Amendment S.Amdt. 826,Rejected,"McCain Amdt. No. 826, As Modified; To provide for a program to accelerate the reduction of greenhouse gas emissions in the United States.",38,60
2005-06-22,1,149,H.R. 6,On the Motion to Table S.Amdt. 866,Rejected,"Motion To Table Bingaman Amdt. No. 866, As Modified; To express the sense of the Senate on climate change legislation.",44,53
2005-06-22,1,150,H.R. 6,On the Amendment S.Amdt. 961,Rejected,Alexander Amdt. No. 961; To provide for local control for the sitting of windmills.,32,63
2005-06-22,1,151,H.R. 6,On the Amendment S.Amdt. 844,Rejected,Kerry Amdt. No. 844; To express the sense of the Senate regarding the need for the United States to address global climate change through comprehensive and cost-effective national measures and through the negotiation of fair and binding international commitments under the United Nations Framework Convention on Climate Change.,46,49
2005-06-23,1,152,H.R. 6,On the Cloture Motion,Agreed to,Motion to Invoke Cloture on H.R. 6 as amended; Energy Policy Act of 2005,92,4
2005-06-23,1,153,H.R. 6,On the Motion S.Amdt. 891,Agreed to,Motion to Waive CBA Re: Domenici Amdt. No. 891;,69,26
2005-06-23,1,154,H.R. 6,On the Amendment S.Amdt. 810,Agreed to,Schumer Amdt. No. 810; To strike a provision relating to medical isotope production.,52,46
2005-06-23,1,155,H.R. 6,On the Amendment S.Amdt. 873,Rejected,Sununu Amdt. No. 873; To strike the title relating to incentives for innovative technologies.,21,76
2005-06-23,1,156,H.R. 6,On the Amendment S.Amdt. 925,Agreed to,Bond Amdt. No. 925; To impose additional requirements for improving automobile fuel economy and reducing vehicle emissions.,64,31
2005-06-23,1,157,H.R. 6,On the Amendment S.Amdt. 902,Rejected,"Durbin Amdt. No. 902; To amend title 49, United States Code, to improve the system for enhancing automobile fuel efficiency, and for other purposes.",28,67
2005-06-28,1,158,H.R. 6,On Passage of the Bill,Passed,H.R. 6 As Amended; Energy Policy Act of 2005,85,12
2005-06-28,1,159,H.R. 2361,On the Motion S.Amdt. 1019,Rejected,Motion to Waive C.B.A. re: Coburn Amdt. No. 1019; To transfer funding to the Special Diabetes Program for Indians and the Alcohol and Substance Abuse Program within the Indian Health Service from funding for federal land acquisition.,17,75
2005-06-28,1,160,H.R. 2361,On the Amendment S.Amdt. 1003,Rejected,"Coburn Amdt. No. 1003; To require conference report inclusion of limitations, directives, and earmarks.",33,59
2005-06-29,1,161,H.R. 2361,On the Amendment S.Amdt. 1068,Agreed to,Burns Amdt. No. 1068; To direct the Administrator of the Environmental Protection Agency to conduct a review of all third party intentional human dosing studies to identify or quantify toxic effects.,57,40
2005-06-29,1,162,H.R. 2361,On the Amendment S.Amdt. 1023,Agreed to,"Boxer Amdt. No. 1023; To prohibit the use of funds by the Administrator of the Environmental Protection Agency to accept, consider, or rely on third-party intentional dosing human studies for pesticides or to conduct intentional dosing human studies for pesticides.",60,37
2005-06-29,1,163,H.R. 2361,On the Motion S.Amdt. 1025,Rejected,"Motion to Waive C.B.A. Re: Dorgan Amdt. No. 1025; To require Federal reserve banks to transfer certain surplus funds to the general fund of the Treasury, to be used for the provision of Indian health care services.",47,51
2005-06-29,1,164,H.R. 2361,On the Amendment S.Amdt. 1026,Rejected,"Sununu Amdt. No. 1026; To prohibit the use of funds to plan, design, study, or construct certain forest development roads in the Tongass National Forest.",39,59
2005-06-29,1,165,H.R. 2361,On the Amendment S.Amdt. 1071,Agreed to,Santorum Amdt. No. 1071; To provide additional funding for medical services provided by the Veterans Health Administration.,96,0
2005-06-29,1,166,H.R. 2361,On the Amendment S.Amdt. 1052,Agreed to,"Murray Amdt. No. 1052 As Amended; Making emergency supplemental appropriations for the fiscal year ending September 30, 2005, for the Veterans Health Administration.",96,0
2005-06-29,1,167,H.R. 2361,On the Motion S.Amdt. 1059,Rejected,Motion to Suspend the Rules Relative to the Dorgan Amdt. No. 1059; To facilitate family travel to Cuba in humanitarian circumstances.,60,35
2005-06-29,1,168,H.R. 2361,On Passage of the Bill,Passed,"H. R. 2361 As Amended; Department of the Interior, Environment, and Related Agencies Appropriations Act, 2006",94,0
2005-06-29,1,169,S. 1307,On the Motion to Proceed,Agreed to,Motion To Proceed To Consider S. 1307; Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,61,34
2005-06-30,1,170,S. 1307,On Passage of the Bill,Passed,S. 1307; Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,54,45
2005-07-01,1,171,H.R. 2419,On the Amendment S.Amdt. 1085,Rejected,Feinstein Amdt. No. 1085; To prohibit the use of funds for the Robust Nuclear Earth Penetrator and utilize the amount of otherwise available to reduce the National debt.,43,53
2005-07-01,1,172,H.R. 2419,On Passage of the Bill,Passed,"H.R. 2419 As Amended; Energy and Water Development Appropriations Act, 2006",92,3
2005-07-11,1,173,S.Res. 193,On the Resolution,Agreed to,"S.Res. 193; A resolution expressing sympathy for the people of the United Kingdom in the aftermath of the deadly terrorist attacks on London on July 7, 2005.",76,0
2005-07-12,1,174,H.R. 2360,On the Amendment S.Amdt. 1129,Agreed to,"Murray Amdt. No. 1129; To provide emergency supplemental funds for medical services provided by the Veterans Health Administration for the fiscal year ending September 30, 2005.",95,0
2005-07-12,1,175,H.R. 2360,On the Amendment S.Amdt. 1142,Agreed to,"Collins Amdt. No. 1142; To provide for homeland security grant coordination and simplification, and for other purposes.",71,26
2005-07-12,1,176,H.R. 2360,On the Amendment S.Amdt. 1215,Rejected,"Feinstein Amdt. No. 1215, As Modified; To improve the allocation of grants through the Department of Homeland Security, and for other purposes.",32,65
2005-07-13,1,177,H.R. 2360,On the Motion S.Amdt. 1202,Rejected,"Motion To Waive CBA Re: Dodd Amdt. No. 1202, As Modified; To fund urgent priorities for our Nation's firefighters, law enforcement personnel, emergency medical personnel, and all Americans by reducing the tax breaks for individuals with annual incomes in excess of $1 million.",36,60
2005-07-13,1,178,H.R. 2360,On the Motion S.Amdt. 1112,Rejected,"Motion To Waive CBA RE: Akaka Amdt. No. 1112, As Modified; To increase funding for State and local grant programs.",42,55
2005-07-14,1,179,H.R. 2360,On the Amendment S.Amdt. 1219,Rejected,Ensign Amdt. No. 1219; Of a perfecting nature.,38,60
2005-07-14,1,180,H.R. 2360,On the Motion S.Amdt. 1189,Rejected,"Motion To Waive CBA RE: Schumer Amdt. No. 1189; To provide that certain air cargo security programs are implemented, and for other purposes.",45,53
2005-07-14,1,181,H.R. 2360,On the Motion S.Amdt. 1190,Rejected,"Motion To Waive CBA RE: Schumer Amdt. No. 1190; To appropriate $70,000,000 to identify and track hazardous materials shipments.",36,62
2005-07-14,1,182,H.R. 2360,On the Amendment S.Amdt. 1171,Rejected,"McCain Amdt. No. 1171 As Modified And Amended; To increase the number of detention beds and positions or FTEs in the United States consistent with the number authorized in the Intelligence Reform and Terrorism Prevention Act of 2004 (Public Law 108-458), and for other purposes.",42,56
2005-07-14,1,183,H.R. 2360,On the Motion S.Amdt. 1217,Rejected,Motion To Waive CBA RE: Stabenow Amdt. No. 1217; To provide funding for interoperable communications equipment grants.,35,63
2005-07-14,1,184,H.R. 2360,On the Motion S.Amdt. 1218,Rejected,"Motion To Waive CBA Byrd Amdt. No. 1218; To provide additional funding for intercity passenger rail transportation, freight rail, and mass transit.",43,55
2005-07-14,1,185,H.R. 2360,On the Amendment S.Amdt. 1220,Rejected,"Gregg Amdt. No. 1220, As Modified Further; To allocate funds for certain terrorism prevention activities, including rail and transit security.",46,52
2005-07-14,1,186,H.R. 2360,On the Motion S.Amdt. 1205,Rejected,"Motion To Waive CBA Shelby Amdt. No. 1205 As Modified; To allocate funds for certain terrorism prevention activities, including rail and transit security.",53,45
2005-07-14,1,187,H.R. 2360,On the Amendment S.Amdt. 1223,Rejected,Frist Amdt. No. 1223; To protect classified information and to protect our servicemen and women.,32,65
2005-07-14,1,188,H.R. 2360,On the Amendment S.Amdt. 1222,Rejected,Reid Amdt. No. 1222; To prohibit Federal employees who disclose classified information to persons not authorized to receive such information from holding a security clearance.,44,53
2005-07-14,1,189,H.R. 2360,On Passage of the Bill,Passed,"H.R. 2360 As Amended; Department of Homeland Security Appropriations Act, 2006",96,1
2005-07-18,1,190,PN214,On the Nomination,Confirmed,"Confirmation Lester M. Crawford, of Maryland, to be Commissioner of Food and Drugs",78,16
2005-07-19,1,191,H.J.Res. 52,On the Joint Resolution,Agreed to,H.J.Res 52; A joint resolution approving the renewal of import restrictions contained in the Burmese Freedom and Democracy Act of 2003.,97,1
2005-07-19,1,192,H.R. 3057,On the Amendment S.Amdt. 1242,Rejected,Coburn Amdt. No 1242; To prohibit any funds from being used by the Export-Import Bank of the United States to approve a loan or a loan guarantee related to a nuclear project in China.,37,62
2005-07-19,1,193,H.R. 3057,On the Amendment S.Amdt. 1241,Agreed to,Coburn Amdt. No. 1241; To prohibit funds from being made available to the United States Agency for International Development for entertainment expenses.,59,40
2005-07-19,1,194,H.R. 3057,On the Amendment S.Amdt. 1294,Rejected,"Dorgan Amdt. No. 1294; To provide that no funds may be made available to provide television broadcasting to Cuba, to increase by $21,100,000 the amount appropriated to the Peace Corps, and to reduce by the same amount the amount appropriated under title I to the Broadcasting Board of Governors for broadcasting to Cuba.",33,66
2005-07-20,1,195,H.R. 3057,On the Amendment S.Amdt. 1245,Agreed to,"Landrieu Amdt. No. 1245; To express the sense of the Senate regarding the use of funds for orphans, and displaced and abandoned children.",98,0
2005-07-20,1,196,H.R. 3057,On the Amendment S.Amdt. 1271,Agreed to,Chambliss Amdt. No. 1271; To prevent funds from being made available to provide assistance to a country which has refused to extradite certain individuals to the United States.,86,12
2005-07-20,1,197,H.R. 3057,On Passage of the Bill,Passed,"H.R. 3057 as Amended; Foreign Operations, Export Financing, and Related Programs Appropriations Act, 2006",98,1
2005-07-21,1,198,PN68,On the Nomination,Confirmed,"Confirmation of the Nomination of Thomas C. Dorr, of Iowa, to be Under Secretary of Agriculture for Rural Development",62,38
2005-07-21,1,199,S. 1042,On the Amendment S.Amdt. 1314,Agreed to,"Warner Amdt. No. 1314 as Modified; To increase, with an offset, amounts available for the procurement of wheeled vehicles for the Army and the Marine Corps and for armor for such vehicles.",100,0
2005-07-21,1,200,S. 1042,On the Amendment S.Amdt. 1380,Agreed to,Lugar Amdt. No. 1380; To improve authorities to address urgent nonproliferation crises and United States nonproliferation operations.,78,19
2005-07-25,1,201,S.Res. 207,On the Resolution,Agreed to,S. Res. 207; A resolution recognizing and honoring the 15th anniversary of the enactment of the Americans with Disabilities Act of 1990.,87,0
2005-07-26,1,202,S. 1042,On the Amendment S.Amdt. 1377,Agreed to,"Collins Amdt. No. 1377, As Modified; To ensure that certain persons do not evade or avoid the prohibitions imposed under the International Emergency Powers Act, and for other purposes.",98,0
2005-07-26,1,203,S. 1042,On the Amendment S.Amdt. 1351,Rejected,Lautenberg Amdt. No. 1351; To stop corporations from financing terrorism.,47,51
2005-07-26,1,204,S. 1042,On the Amendment S.Amdt. 1342,Agreed to,"Frist Amdt. No. 1342, As Modified; To support certain youth organizations, including the Boy Scouts of America and Girl Scouts of America, and for other purposes.",98,0
2005-07-26,1,205,S. 1042,On the Cloture Motion,Rejected,Motion To Invoke Cloture On S. 1042; National Defense Authorization Act for Fiscal Year 2006,50,48
2005-07-26,1,206,S. 397,On the Cloture Motion,Agreed to,Motion To Invoke Cloture On The Motion To Proceed To S. 397; Protection of Lawful Commerce in Arms Act,66,32
2005-07-28,1,207,S. 397,On the Amendment S.Amdt. 1626,Agreed to,"Kohl Amdt. No. 1626; To amend chapter 44 of title 18, United States Code, to require the provision of a child safety lock in connection with the transfer of a handgun.",70,30
2005-07-28,1,208,S. 397,On the Motion to Table S.Amdt. 1623,Agreed to,Motion To Table Levin Amdt. No. 1623; To clarify the prohibition on certain civil liability actions.,62,37
2005-07-28,1,209,H.R. 3045,On Passage of the Bill,Passed,H. R. 3045; Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,55,45
2005-07-29,1,210,H.R. 2361,On the Conference Report,Agreed to,"Conference Report H. R. 2361; Department of the Interior, Environment, and Related Agencies Appropriations Act, 2006",99,1
2005-07-29,1,211,H.R. 2985,On the Conference Report,Agreed to,"Conference Report H. R. 2985; Legislative Branch Appropriations Act, 2006",96,4
2005-07-29,1,212,H.R. 6,On the Motion,Agreed to,Motion To Waive CBA Re: Conference Report To Accompany H. R. 6; Energy Policy Act of 2005,71,29
2005-07-29,1,213,H.R. 6,On the Conference Report,Agreed to,Conference Report H. R. 6; Energy Policy Act of 2005,74,26
2005-07-29,1,214,S. 397,On the Amendment S.Amdt. 1644,Agreed to,Craig Amdt. No. 1644; To protect the rights of children who are victimized by crime to secure compensation from those who participate in the arming of criminals.,72,26
2005-07-29,1,215,S. 397,On the Amendment S.Amdt. 1620,Rejected,Lautenberg Amdt. No. 1620; To exempt lawsuits involving injuries to children from the definition of qualified civil liability action.,35,64
2005-07-29,1,216,S. 397,On the Amendment S.Amdt. 1645,Agreed to,"Craig Amendment No. 1645; To regulate the sale and possession of armor piercing ammunition, and for other purposes.",87,11
2005-07-29,1,217,S. 397,On the Amendment S.Amdt. 1615,Rejected,Kennedy Amdt. No. 1615; To expand the definition of armor piercing ammunition and for other purposes.,31,64
2005-07-29,1,218,S. 397,On the Amendment S.Amdt. 1642,Rejected,Reed Amdt. No. 1642; To provide a complete substitute.,33,63
2005-07-29,1,219,S. 397,On Passage of the Bill,Passed,"Passage of S. 397, As Amended; Protection of Lawful Commerce in Arms Act",65,31
2005-07-29,1,220,H.R. 3,On the Conference Report,Agreed to,Conference Report H. R. 3; SAFETEA-LU,91,4
2005-09-06,1,221,S.Res. 233,On the Resolution,Agreed to,"S. Res. 233; A resolution expressing the condolences of the Nation to the victims of Hurricane Katrina, commending the resiliency of the people of the States of Louisiana, Mississippi, and Alabama, and committing to stand by them in the relief and recovery efforts.",94,0
2005-09-07,1,222,S.Res. 234,On the Resolution,Agreed to,"S. Res. 234; A resolution relative to the death of William H. Rehnquist, Chief Justice of the United States.",95,0
2005-09-08,1,223,H.R. 3673,On Passage of the Bill,Passed,"H. R. 3673; Second Emergency Supplemental Appropriations Act to Meet Immediate Needs Arising From the Consequences of Hurricane Katrina, 2005",97,0
2005-09-12,1,224,S.J.Res. 20,On the Motion,Agreed to,Motion To Proceed To Consider S. J. Res. 20; A joint resolution disapproving a rule promulgated by the Adminstrator of the Environmental Protection Agency to delist coal and oil-direct utility units from the source category list under the Clean Air Act.,92,0
2005-09-13,1,225,S.J.Res. 20,On the Joint Resolution,Rejected,S.J. Res. 20; A joint resolution disapproving a rule promulgated by the Adminstrator of the Environmental Protection Agency to delist coal and oil-direct utility units from the source category list under the Clean Air Act.,47,51
2005-09-13,1,226,H.R. 2862,On the Amendment S.Amdt. 1661,Rejected,Motion To Waive CBA RE: Biden Amdt. No. 1661; To provide emergency funding for victims of Hurricane Katrina.,41,56
2005-09-14,1,227,H.R. 2862,On the Motion S.Amdt. 1687,Rejected,"Motion To Waive CBA Stabenow Amdt. No. 1687, As Modified; To provide funding for interoperable communications equipment grants.",40,58
2005-09-14,1,228,H.R. 2862,On the Motion S.Amdt. 1670,Rejected,"Motion To Suspend Paragraph 4, Rule XVI RE: Dorgan Amdt. No. 1670; To establish a special committee of the Senate to investigate the awarding and carrying out of contracts to conduct activities in Afghanistan and Iraq and to fight the war on terrorism.",44,53
2005-09-14,1,229,H.R. 2862,On the Motion S.Amdt. 1660,Rejected,"Motion To Suspend Paragraph 4, Rule XVI RE: Clinton Amdt. NO. 1660; To establish a congressional commission to examine the Federal, State, and local response to the devastation wrought by Hurricane Katrina in the Gulf Region of the United States especially in the States of Louisiana, Mississippi, Alabama, and other areas impacted in the aftermath and make immediate corrective measures to improve such responses in the future.",44,54
2005-09-14,1,230,H.R. 2862,On the Motion S.Amdt. 1648,Agreed to,"Motion To Table Coburn Amdt. No. 1648; To eliminate the funding for the Advanced Technology Program and increase the funding available for the National Oceanic and Atmospheric Administration, community oriented policing service, and State and local law enforcement assistance.",68,29
2005-09-15,1,231,H.R. 2862,On the Amendment S.Amdt. 1713,Agreed to,"Grassley Amdt. No. 1713, As Modified; To provide that funds must be used in a manner consistent with the Bipartisan Trade Promotion Authority Act of 2002.",99,0
2005-09-15,1,232,H.R. 2862,On the Amendment S.Amdt. 1665,Rejected,Dorgan Amdt. No. 1665; To prohibit weakening any law that provides safeguards from unfair foreign trade practices.,39,60
2005-09-15,1,233,H.R. 2862,On the Amendment S.Amdt. 1717,Agreed to,Snowe Amdt. No. 1717; To provide assistance for small businesses damaged by Hurricane Katrina.,96,0
2005-09-15,1,234,H.R. 2862,On the Motion S.Amdt. 1678,Rejected,"Motion To Suspend Paragraph 4, Rule XVI RE: Lieberman Amdt. No. 1678; To provide financial relief for individuals and entities affected by Hurricane Katrina.",43,52
2005-09-15,1,235,H.R. 2862,On Passage of the Bill,Passed,"H.R. 2862; Science, State, Justice, Commerce, and Related Agencies Appropriations Act, 2006",91,4
2005-09-20,1,236,H.R. 2744,On the Amendment S.Amdt. 1732,Agreed to,Nelson (NE) Amdt. No. 1732; To prohibit the use of funds for developing a final rule with respect to the importation of beef from Japan.,72,26
2005-09-20,1,237,H.R. 2744,On the Amendment S.Amdt. 1753,Agreed to,"Ensign Amdt. No. 1753, As Modified; To prohibit the use of appropriated funds to pay the salaries or expenses of personnel to inspect horses under certain authority or guidelines.",69,28
2005-09-21,1,238,H.R. 2744,On the Amendment S.Amdt. 1775,Agreed to,"Coburn Amdt. No. 1775; To require that any limitation, directive, or earmarking contained in either the House of Representatives or Senate report accompanying this bill be included in the conference report or joint statement accompanying the bill in order to be considered as having been approved by both House of Congress.",55,39
2005-09-21,1,239,H.R. 2744,On the Amendment S.Amdt. 1797,Agreed to,"Bingaman Amdt. No. 1797; To increase funds to implement and administer Team Nutrition programs, with an offset.",66,29
2005-09-22,1,240,H.R. 2744,On the Amendment S.Amdt. 1844,Rejected,"Dayton Amdt. No. 1844, As Modified; To condition the use of funds for carrying out a provision relating to prevented planting payments, with an offset.",47,52
2005-09-22,1,241,H.R. 2744,On Passage of the Bill,Passed,"H.R. 2744, As Amended; Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2006",97,2
2005-09-22,1,242,H.R. 2528,On the Amendment S.Amdt. 1852,Rejected,"Akaka Amdt. No. 1852; To provide an additional $10,000,000 for the Readjustment Counseling Service, with a corresponding offset from the HealtheVet account.",48,50
2005-09-22,1,243,H.R. 2528,On Passage of the Bill,Passed,"H.R. 2528, As Amended; Military Quality of Life and Veterans Affairs Appropriations Act, 2006",98,0
2005-09-26,1,244,Treaty Doc. 108-6,On the Resolution of Ratification,Agreed to,"Treaty Doc. 108-6 Resolution Of Advice And Consent To Ratification; Protocol of Amendment to the International Convention on the Simplification and Harmonization of Customs Procedures done at Brussels on June 26, 1999",87,0
2005-09-29,1,245,PN801,On the Nomination,Confirmed,"Confirmation John G. Roberts, Jr., of Maryland, to be Chief Justice of the United States",78,22
2005-09-30,1,246,H.J.Res. 68,On the Amendment S.Amdt. 1921,Rejected,Harking Amdt. No. 1921; To continue funding for the Community Services Block Grant at no less than last year's level.,39,53
2005-10-05,1,247,H.R. 2863,Whether the Amendment is Germane S.Amdt. 1955,Held Nongermane,"Is the Amendment No. 1955, as modified, germane to H.R.2863?; To authorize appropriations for fiscal year 2006 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe personnel strengths for such fiscal year for the Armed Forces, and for other purposes.",49,50
2005-10-05,1,248,H.R. 2863,On the Motion S.Amdt. 1933,Rejected,"Motion to Waive C.B.A. re: Bayh Amdt. No. 1933; To increase by $360,800,000 amounts appropriated by title IX for Other Procurement, Army, for the procurement of armored Tactical Wheeled Vehicles for units deployed in Iraq and Afghanistan, and to increase by $5,000,000 amounts appropriated by title IX for Research, Development, Test and Evaluation, Defense-Wide, for industrial preparedness for the implementation of a ballistics engineering research center.",56,43
2005-10-05,1,249,H.R. 2863,On the Amendment S.Amdt. 1977,Agreed to,"McCain Amdt. No. 1977; Relating to persons under the detention, custody, or control of the United States Government.",90,9
2005-10-05,1,250,H.R. 2863,On the Motion S.Amdt. 2033,Rejected,Motion to Waive CBA re: Emergency Designation on Kerry Amdt. No. 2033; To provide for appropriations for the Low-Income Home Energy Assistance Program.,50,49
2005-10-05,1,251,H.R. 2863,On the Motion S.Amdt. 1937,Rejected,Motion to Waive CBA Stabenow Amdt. No. 1937; To ensure that future funding for health care for former members of the Armed Forces takes into account changes in population and inflation.,48,51
2005-10-05,1,252,H.R. 2863,On the Motion,Agreed to,"Motion to Invoke Cloture on H.R. 2863; Department of Defense, Emergency Supplemental Appropriations to Address Hurricanes in the Gulf of Mexico, and Pandemic Influenza Act, 2006",95,4
2005-10-06,1,253,H.R. 2863,On the Motion to Table S.Amdt. 2005,Agreed to,Motion to Table Coburn Amdt. No. 2005; To curtail waste under the Department of Defense web-based travel system.,65,32
2005-10-07,1,254,H.R. 2863,On Passage of the Bill,Passed,"H.R. 2863 As Amended; Department of Defense, Emergency Supplemental Appropriations to Address Hurricanes in the Gulf of Mexico, and Pandemic Influenza Act, 2006",97,0
2005-10-17,1,255,H.R. 3058,On the Amendment S.Amdt. 2061,Agreed to,Bond Amdt. No. 2061; To clarify the ability of HUD to recover assets used in violation of a regulatory agreement.,93,0
2005-10-18,1,256,H.R. 3058,On the Amendment S.Amdt. 2062,Agreed to,Kyl Amdt. No. 2062; To provide that Members of Congress shall not receive a cost-of-living adjustment in pay during fiscal year 2006.,92,6
2005-10-19,1,257,H.R. 3058,On the Motion S.Amdt. 2063,Rejected,Motion to Waive CBA Kenedy Amdt. No. 2063 As Modified Further; To provide for an increase in the Federal minimum wage.,47,51
2005-10-19,1,258,H.R. 3058,On the Motion S.Amdt. 2115,Rejected,"Motion to Waive CBA Enzi Amdt. No. 2115; To promote job creation, and small business preservation in the adjustment of the Federal minimum wage.",42,57
2005-10-19,1,259,H.R. 3058,On the Motion S.Amdt. 2078,Rejected,"Motion to Suspend Rule XVI, Paragraph 4 Re: Dorgan Amdt. No. 2078; To establish a special committee of the Senate on war and reconstruction contracting.",44,54
2005-10-20,1,260,H.R. 3058,On the Motion to Table S.Amdt. 2093,Agreed to,"Motion To Table Coburn Amdt. No. 2093 As Modified; To prohibit any funds under the Act from being used for a parking facility as part of the Joslyn Art Museum Master Plan, in Omaha, Nebraska.",86,13
2005-10-20,1,261,H.R. 3058,On the Motion S.Amdt. 2077,Rejected,"Motion To Waive CBA Re: Reed Amdt. No. 2077 ""Emergency Designation""; To provide for appropriations for the Low-Income Home Energy Assistance Program.",53,46
2005-10-20,1,262,H.R. 3058,On the Amendment S.Amdt. 2165,Rejected,"Coburn Amdt. No. 2165, As Modified; To make a perfecting amendment.",15,82
2005-10-20,1,263,H.R. 3058,On the Amendment S.Amdt. 2181,Rejected,Stevens Amdt. No. 2181; To ensure reconstruction of the Twin Spans Bridge.,33,61
2005-10-20,1,264,H.R. 3058,On Passage of the Bill,Passed,"H.R. 3058, as amended; Transportation, Treasury, Housing and Urban Development, the Judiciary, the District of Columbia, and Independent Agencies Appropriations Act, 2006",93,1
2005-10-24,1,265,PN258,On the Nomination,Confirmed,"Confirmation Brian Edward Sandoval, of Nevada, To Be United States District Judge",89,0
2005-10-24,1,266,PN781,On the Nomination,Confirmed,"Confirmation Harry Sandlin Mattice, Jr., of Tennessee, To be United States District Judge",91,0
2005-10-25,1,267,H.R. 3010,On the Amendment S.Amdt. 2196,Agreed to,Durbin Amdt. No. 2196; To require the Secretary of Health and Human Services to submit to Congress a plan for changing the numerical identifier used to identify Medicare beneficiaries under the Medicare program.,98,0
2005-10-25,1,268,H.R. 3010,On the Motion S.Amdt. 2213,Rejected,"Motion to Waive CBA Re: Kennedy Amdt. No. 2213; To increase the maximum Federal Pell Grant award by $200 to $4,250.",48,51
2005-10-26,1,269,H.R. 3010,On the Motion S.Amdt. 2275,Rejected,Motion to Waive CBA Re: Byrd Amdt. No. 2275; To provide additional funding for title I of the Elementary and Secondary Education Act of 1965.,44,51
2005-10-26,1,270,H.R. 3010,On the Motion S.Amdt. 2194,Rejected,"Motion to Waive CBA Reed Amdt. No. 2194, As Further Modified; To provide for appropriations for the Low-Income Home Energy Assistance Program.",54,43
2005-10-26,1,271,H.R. 3010,On the Amendment S.Amdt. 2253,Rejected,"Gregg Amdt. No. 2253, As Modified; To increase appropriations for the Low-Income Home Energy Assistance Program by $1,276,000,000, with an across-the-board reduction.",46,53
2005-10-26,1,272,H.R. 3010,On the Motion S.Amdt. 2254,Rejected,Motion to Waive CBA Re: Dodd Amdt. No. 2254; To increase appropriations for Head Start programs.,47,52
2005-10-26,1,273,H.R. 3010,On the Motion S.Amdt. 2292,Rejected,Motion to Waive CBA Re: Clinton Amdt. No. 2292; To provide additional funding for part B of the Individuals with Disabilities Education Act.,46,53
2005-10-26,1,274,H.R. 3010,On the Amendment S.Amdt. 2232,Rejected,Coburn Amdt. No. 2232; To increase funding for the AIDS drug assistance program.,14,85
2005-10-27,1,275,H.R. 3010,On the Cloture Motion,Agreed to,"Motion to Invoke Cloture on H.R. 3010; Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2006",97,0
2005-10-27,1,276,PN600,On the Nomination,Confirmed,"Confirmation John Richard Smoak, of Florida, to be U.S. District Judge for the Northern District",97,0
2005-10-27,1,277,PN197,On the Nomination,Confirmed,"Confirmation Susan Bieke Neilson, of Michigan, to be U.S. Circuit Judge",97,0
2005-10-27,1,278,H.R. 3010,On the Motion S.Amdt. 2259,Rejected,Motion to Waive CBA Re: Smith Amdt. No. 2259; To provide funding for the AIDS Drug Assistance Program within the Health Resources and Services Administration.,46,50
2005-10-27,1,279,H.R. 3010,On the Motion S.Amdt. 2287,Rejected,"Motion to Waive CBA Re: Boxer Amdt. No. 2287, As Modified; To increase appropriations for after-school programs through 21st century community learning centers.",41,56
2005-10-27,1,280,H.R. 3010,On the Amendment S.Amdt. 2300,Rejected,"Ensign Amdt. No. 2300; To prohibit funding for the support, development, or distribution of the Department of Education's e-Language Learning System (ELLS).",41,56
2005-10-27,1,281,H.R. 3010,On Passage of the Bill,Passed,"H.R. 3010, As Amended; Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2006",94,3
2005-11-03,1,282,H.R. 2744,On the Conference Report,Agreed to,"H.R. 2744 Conference Report; Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2006",81,18
2005-11-03,1,283,S. 1932,On the Motion S.Amdt. 2351,Rejected,Motion to Waive CBA Re: Conrad Amdt. No. 2351; To fully reinstate the pay-as-you-go requirement through 2010.,50,49
2005-11-03,1,284,S. 1932,On the Motion S.Amdt. 2404,Rejected,"Motion To Waive CBA Re: Ensign Amdt. No. 2404; To provide assistance for elementary and secondary schools and students, and institutions of higher education, affected by Hurricane Katrina.",31,68
2005-11-03,1,285,S. 1932,On the Motion S.Amdt. 2356,Rejected,Motion To Waive CBA Re: Lincoln Amdt. No. 2356; To provide emergency health care and other relief for survivors of Hurricane Katrina.,48,51
2005-11-03,1,286,S. 1932,On the Motion S.Amdt. 2355,Rejected,"Motion To Waive CBA Re: Inhofe Amdt. No. 2355; To cap non-defense, non-trust-fund, discretionary spending at the previous fiscal year's level, beginning with fiscal year 2007.",32,67
2005-11-03,1,287,S. 1932,On the Amendment S.Amdt. 2357,Rejected,Nelson Amdt. No. 2357; To hold Medicare beneficiaries harmless for the increase in the 2007 Medicare monthly part B premium that would otherwise occur because of the 2006 increase in payments under the physician fee schedule.,49,50
