Student Number;Question 1 ID;Question 2 ID;Question 3 ID;Question 4 ID;Question 5 ID
2710;13273;471;114;5594;65
2711;754;15057;12812;13211;130
2712;13217;2343;13;5584;12674
2713;910;1140;2516;375;697
2714;13207;12754;691;12803;13509
2715;15052;5584;1014;910;1634
2716;13510;12810;1122;1634;445
2717;697;13234;708;2511;2355
2718;13201;13074;15030;1619;648
2719;1135;12929;15061;13078;13205
2720;114;15065;223;1593;1011
2721;13215;5916;13228;12716;13282
2722;999;15053;13201;2234;471
2723;648;12098;13273;2511;155
2724;13514;13207;807;12716;12718
2725;12810;5594;1122;1110;2234
2726;12208;397;15014;12817;1630
2727;5916;5456;12754;1634;337
2728;1122;631;12790;5601;813
2729;1011;527;15865;1014;155
2730;13236;12720;12098;13235;13217
2731;12817;12716;13222;810;375
2732;65;276;114;575;2497
2733;813;15403;12109;1014;817
2734;15030;914;13292;15872;13282
2735;15053;12710;243;13229;13278
2736;12752;2343;1135;2497;13509
2737;13207;13230;691;15030;807
2738;13212;13509;1634;2514;3859
2739;2321;910;2517;337;766
2740;12932;13;45;813;5916
2741;696;5553;13274;12810;445
2742;375;12930;15052;12929;15064
2743;631;1634;2193;1119;13230
2744;13517;15064;1014;243;471
2745;13277;12810;13217;595;167
2746;648;12179;13217;92;155
2747;13278;13078;456;1593;2517
2748;760;226;15147;11542;15403
2749;648;13;66;13207;810
2750;12711;2504;809;15071;12810
2751;102;13241;5580;13236;13221
2752;1112;1014;45;1143;12720
2753;12710;1011;155;807;2348
2754;2517;999;637;13078;5553
2755;12720;1593;5561;12674;5504
2756;15032;914;13241;697;15049
2757;708;276;1119;5553;13228
2758;12932;13205;1630;1619;537
2759;15065;15050;2516;5580;12098
2760;1119;27;5620;13215;807
2761;2291;753;15403;13243;12929
2762;13207;12729;595;226;527
2763;2489;15147;15413;5504;15063
2764;5916;13215;1014;12674;3855
2765;5553;5456;12793;999;27
2766;13514;5456;13241;2354;13212
2767;602;15052;12817;12812;5601
2768;760;65;12793;13239;631
2769;3859;13205;1112;1619;13239
2770;13282;1143;12729;13217;696
2771;15033;12674;92;2234;1136
2772;243;12109;13241;12171;1112
2773;13231;12930;13236;130;697
2774;13517;12814;1140;12179;13229
2775;5580;1619;13224;65;708
2776;15051;223;1112;66;13278
2777;12171;537;2497;15051;15147
2778;813;713;436;13278;13228
2779;12797;716;11542;5456;12109
2780;15403;12929;276;13275;648
2781;471;12674;13217;12783;1122
2782;13241;206;13275;807;2208
2783;595;15033;2214;243;602
2784;753;2504;13517;1135;5553
2785;2348;5584;66;999;27
2786;13234;2516;2348;1593;337
2787;12711;445;13274;15065;3859
2788;12716;12720;337;2291;13211
2789;810;910;13276;697;12745
2790;13273;2511;12776;15053;813
2791;12734;1634;13217;2517;102
2792;2208;910;1049;3859;27
2793;697;13282;12710;809;5620
2794;708;11542;13509;766;12209
2795;13275;12745;337;12752;159
2796;2517;15403;13276;12721;12812
2797;2511;5601;167;809;206
2798;12793;13078;13074;2517;1593
2799;65;1109;12932;537;1110
2800;13514;13234;12803;13273;1109
2801;15032;708;12752;5456;13274
2802;2517;12932;1122;809;1011
2803;13239;15052;12754;13230;13514
2804;13221;159;1109;13243;15403
2805;5601;12171;15030;2348;12745
2806;15415;45;436;2291;13278
2807;12709;754;12814;2355;15014
2808;3917;595;12734;445;11542
2809;12710;5561;5504;13230;159
2810;2516;13201;13078;5620;602
2811;1110;12718;12720;1136;2516
2812;15014;12716;12718;12814;13282
2813;2516;12734;13278;2514;5916
2814;13221;13228;12710;167;5456
2815;5594;15057;15014;1109;13276
2816;12812;5601;2193;15071;12709
2817;1014;12776;12817;12812;1634
2818;2348;12930;807;11542;1135
2819;1011;13231;5580;999;648
2820;397;696;12098;172;15053
2821;813;13235;527;595;5594
2822;602;5456;15065;242;5475
2823;716;2354;12812;2193;12814
2824;159;172;12171;810;602
2825;12721;5620;602;159;13205
2826;13217;12734;15872;2517;13078
2827;13212;2514;15029;713;13286
2828;2504;12930;12716;15064;12932
2829;631;445;13239;5594;15029
2830;13221;15051;575;12209;12817
2831;13234;456;13276;1110;2343
2832;13236;12797;15872;12710;5456
2833;2208;754;12752;13074;12209
2834;12776;92;3855;436;813
2835;1608;2354;13241;809;766
2836;226;12716;15011;13510;471
2837;12710;1119;102;12790;12179
2838;807;337;1619;166;1119
2839;337;1634;12674;445;575
2840;172;2193;130;13277;167
2841;2511;13273;2321;243;1119
2842;12793;818;223;2214;13074
2843;5475;166;1014;13278;13275
2844;13228;1011;13509;716;159
2845;12710;1140;3855;276;15147
2846;13274;5580;696;914;1634
2847;12745;1122;999;1011;66
2848;5456;5584;15032;13078;648
2849;2208;13517;2371;12720;12754
2850;5553;2511;12790;714;5916
2851;1110;12776;13224;537;12929
2852;914;13224;910;12754;471
2853;15051;12710;13274;1110;1136
2854;760;753;13205;1109;15051
2855;2517;813;1135;809;226
2856;2517;114;92;13211;13235
2857;15872;15051;637;1112;2321
2858;13207;12098;2343;206;15053
2859;602;2355;714;13514;66
2860;2348;337;713;13228;2514
2861;5553;1630;65;13241;13074
2862;12793;537;1014;13221;15053
2863;13275;15147;12793;15053;15415
2864;65;445;1112;1630;13229
2865;12783;12208;1136;3855;13239
2866;12721;5594;12710;1119;2517
2867;760;445;12932;375;13241
2868;12752;12109;527;818;15065
2869;809;13239;1136;13278;914
2870;12810;15014;818;167;13510
2871;13239;12812;2504;13211;595
2872;2516;12098;15065;12171;2354
2873;760;631;190;716;337
2874;13292;13207;818;12179;5504
2875;114;12710;5580;155;206
2876;15051;13239;12752;226;13517
2877;15050;12745;754;999;1608
2878;696;226;15872;102;13212
2879;2354;13205;15032;13277;3917
2880;766;13277;2343;12179;595
2881;13215;13229;13228;2355;27
2882;3859;12720;12797;12710;13212
2883;13078;527;691;13292;1014
2884;172;13234;130;5475;13278
2885;13275;2343;397;13229;190
2886;172;12709;575;12171;92
2887;13236;2489;223;12208;648
2888;714;1136;92;337;753
2889;5561;12721;12810;15052;999
2890;445;2516;1049;13277;12709
2891;11542;2514;15872;12810;13080
2892;15065;807;12209;13212;12776
2893;276;12783;3855;648;15064
2894;1122;166;12109;456;13236
2895;12797;813;1619;2517;13235
2896;12930;914;12171;13273;3917
2897;696;223;12209;13230;15403
2898;1109;15872;12810;13509;276
2899;13276;12718;12109;12812;12720
2900;13514;13509;760;13282;13286
2901;12793;12729;194;3859;12929
2902;194;1136;2354;813;12814
2903;753;13243;15403;13286;15029
2904;13215;2355;2343;114;243
2905;1608;190;1109;13276;15051
2906;575;13201;375;13292;1109
2907;13211;13224;45;13243;13212
2908;13292;760;910;12754;12817
2909;12814;714;1135;13286;13229
2910;12718;813;1634;13235;13217
2911;12797;194;13211;15033;276
2912;15063;337;5620;130;12810
2913;206;637;12208;5584;2202
2914;1122;12208;456;12098;2202
2915;13286;2517;12929;13229;12803
2916;13286;2208;13239;13243;436
2917;12752;12721;15029;65;12710
2918;1014;1634;13224;5584;15865
2919;1122;12793;648;818;92
2920;12209;12711;12709;172;12718
2921;15071;2234;5456;2511;2514
2922;13274;15051;810;12797;27
2923;102;15147;12803;15063;2354
2924;13201;12803;999;13235;1143
2925;13514;1593;276;2511;13235
2926;1135;337;15872;15050;13282
2927;13201;12754;1136;13239;12098
2928;13229;65;2354;1593;12710
2929;456;13235;13215;12711;13228
2930;159;5594;2514;337;130
2931;65;12709;817;445;595
2932;1608;15051;2208;12754;11542
2933;13078;1049;708;810;12929
2934;13292;13278;910;1630;92
2935;15030;15061;13243;1011;12209
2936;13286;2343;13074;766;15029
2937;813;471;2234;602;13222
2938;15403;206;2193;13217;172
2939;13222;697;12812;12109;13230
2940;1049;2321;15011;15029;1119
2941;226;5504;2497;2511;2214
2942;13514;337;2504;13275;818
2943;166;2355;713;13286;999
2944;1110;1011;5504;13243;3917
2945;12716;527;1049;2208;1110
2946;12783;5620;243;12812;15049
2947;595;807;1119;12710;5580
2948;2234;15061;276;12109;3859
2949;2371;1110;436;12810;5504
2950;575;1135;2355;15064;3917
2951;1140;13510;15014;12817;13222
2952;15030;13231;13224;13273;5601
2953;1136;13222;13292;15051;12711
2954;12929;13217;754;65;13282
2955;12817;12209;15033;15032;27
2956;631;12718;13276;15071;242
2957;714;12729;537;12930;15052
2958;2516;436;13207;13215;714
2959;13201;696;13078;12711;1136
2960;537;5601;15872;13278;716
2961;5561;2214;716;13282;13221
2962;2504;45;12709;15050;15403
2963;13292;2516;206;5475;595
2964;1049;45;13286;810;12098
2965;5594;914;5601;15413;5475
2966;27;13276;5601;2516;15064
2967;13243;12932;5504;13514;15065
2968;637;1143;5601;691;13276
2969;914;15403;5475;575;159
2970;13215;1608;13230;13205;809
2971;12783;15147;12711;15014;243
2972;172;2234;15061;15032;45
2973;194;13239;766;13509;602
2974;527;471;999;65;691
2975;15014;2202;13274;2514;13212
2976;12710;15065;130;708;13275
2977;13212;172;807;2343;2511
2978;12790;2343;12783;2511;13205
2979;12209;914;2355;13273;817
2980;766;1135;1049;537;15065
2981;456;13510;206;12745;12711
2982;708;155;1630;243;12710
2983;155;12709;637;167;13509
2984;102;15071;114;12171;5594
2985;2517;2208;696;12930;5475
2986;12098;15033;2355;13275;818
2987;1112;818;15014;1143;754
2988;159;1122;13282;15053;226
2989;1014;12098;12710;1136;12752
2990;45;12745;337;13517;13224
2991;13215;12745;1140;713;5504
2992;5594;1014;276;45;12209
2993;12930;13234;1122;2291;12803
2994;15071;807;15052;15030;3859
2995;15415;27;15872;2514;527
2996;12718;5916;13221;697;12793
2997;714;2343;194;13277;760
2998;276;5475;999;223;436
2999;15415;12790;12208;13221;3917
3000;1049;12729;226;13078;159
3001;5561;15063;13222;3855;13239
3002;12710;13207;12797;15032;766
3003;12745;12812;15071;243;15051
3004;637;13212;766;1110;697
3005;714;1619;2371;3855;691
3006;2321;697;910;242;1630
3007;12711;766;13217;12734;13207
3008;2497;15403;65;807;243
3009;5561;15053;5580;13080;13221
3010;12754;12729;445;13277;13217
3011;5620;2208;12710;2234;15872
3012;13509;5584;5553;13201;12179
3013;810;12674;13230;15865;13510
3014;13275;817;242;276;2355
3015;13277;15014;2214;12814;2202
3016;5456;15032;13514;15051;190
3017;766;2193;436;12790;155
3018;2504;13215;223;12734;602
3019;1011;13211;1630;276;3859
3020;5561;92;914;1140;13221
3021;15071;2208;12710;102;13207
3022;13215;15049;5456;13241;2511
3023;1140;190;2214;13239;1110
3024;13282;13221;807;2343;13275
3025;12734;2208;15030;397;1119
3026;13074;12745;2343;1608;2497
3027;15033;12718;130;12783;1136
3028;172;12098;130;12718;15063
3029;1593;13277;818;1110;2202
3030;2321;13292;12109;12754;1593
3031;12803;12812;12709;13201;5620
3032;2371;818;809;66;13278
3033;13207;12179;13221;1014;2504
3034;12793;809;15063;12109;445
3035;66;12812;631;15065;12790
3036;13222;190;13228;12716;1634
3037;13228;12930;999;12674;1109
3038;2193;2514;13292;13080;65
3039;15061;172;1109;13207;15063
3040;155;760;12718;172;13509
3041;12754;114;13211;12716;13217
3042;13229;456;15061;13078;914
3043;3859;1608;3855;276;1593
3044;15049;2516;445;5584;2517
3045;5916;12783;999;243;13277
3046;13229;760;595;397;12929
3047;1122;1110;13224;12710;12209
3048;760;13292;130;12754;13234
3049;760;3855;2202;537;13215
3050;12734;445;172;12745;13278
3051;1109;13276;12783;15050;13278
3052;1630;15403;15865;602;276
3053;2514;1014;13211;12814;190
3054;13078;45;13278;12098;167
3055;15049;5504;13212;5916;12797
3056;12209;12171;5601;2517;5916
3057;1593;27;15049;436;1135
3058;15051;194;914;375;337
3059;223;471;15011;631;13222
3060;13286;1119;13215;13080;12776
3061;12098;13074;13236;15061;13276
3062;15029;13292;15413;190;12754
3063;527;13078;1109;1593;2214
3064;13274;5580;5584;159;13217
3065;13201;114;206;12812;243
3066;696;1109;2517;13217;12783
3067;809;13221;114;12793;12817
3068;5456;2348;13074;813;471
3069;13286;13517;1593;5561;5580
3070;13278;13230;13205;2516;631
3071;12803;13217;12783;13509;914
3072;754;537;15032;12783;13230
3073;716;445;12729;697;276
3074;242;13241;13278;12716;760
3075;15147;810;1593;15865;766
3076;1634;5561;12745;1136;12716
3077;595;159;537;637;15032
3078;697;12752;714;631;15033
3079;12783;1135;13276;1136;15051
3080;527;155;5580;13276;2214
3081;276;5601;65;12810;1593
3082;2291;15061;13080;15052;818
3083;102;12776;13074;15030;15865
3084;753;13217;2514;12720;12209
3085;1109;2354;13222;12711;810
3086;167;15030;1109;2202;13282
3087;13212;13205;1608;15872;13243
3088;914;760;1109;910;13230
3089;13211;12171;5504;12817;15049
3090;15415;2193;12797;15403;1119
3091;12752;1608;15064;15061;12709
3092;602;13243;12710;1109;12711
3093;167;337;2517;3855;375
3094;12208;13228;910;12790;1112
3095;13217;159;13292;810;2214
3096;13274;2208;13230;166;631
3097;15071;15415;92;15014;1110
3098;15014;5553;766;697;15050
3099;2354;12790;13510;15413;5580
3100;1619;2504;1011;12716;12745
3101;13286;15147;813;13274;13212
3102;15065;12790;813;15403;1608
3103;375;753;537;12098;575
3104;13292;1049;15063;754;5475
3105;15061;13205;12729;15415;15014
3106;13273;15014;13277;12930;12729
3107;13241;2511;13212;2321;537
3108;15413;337;2321;696;2504
3109;2291;13235;92;12797;15872
3110;13229;1593;5620;13276;753
3111;760;12797;12790;13217;1011
3112;1630;172;2234;2354;1136
3113;12803;13074;1143;27;714
3114;12674;12790;13278;155;1630
3115;754;714;999;13517;13292
3116;12171;1122;12754;5580;13230
3117;914;753;1011;2343;13509
3118;12932;910;807;15032;5456
3119;13514;2355;337;1049;12709
3120;337;12674;5561;12729;637
3121;15033;337;697;631;223
3122;13201;12179;2202;817;1011
3123;13234;2291;445;12783;65
3124;13221;2517;13278;15049;159
3125;12803;12710;13215;13207;13276
3126;13;527;226;12814;12754
3127;12109;714;1634;13239;1122
3128;166;159;1011;753;2517
3129;12793;810;15030;631;12930
3130;13205;697;1109;13229;456
3131;15029;15063;2343;130;2489
3132;242;13080;1619;999;537
3133;2214;13201;190;1619;456
3134;445;12674;12721;648;15049
3135;12674;809;13217;13277;807
3136;754;810;696;27;13236
3137;2208;1109;2504;13215;2497
3138;2371;15050;807;12812;910
3139;12752;13215;45;3917;13276
3140;5580;11542;92;12790;818
3141;15051;5456;12710;1619;807
3142;1593;1049;2489;760;1608
3143;13292;1143;13222;714;15413
3144;13074;813;1630;13078;15065
3145;15865;12783;12754;436;5553
3146;15011;13282;13224;716;13510
3147;65;15071;527;2208;13080
3148;445;13078;2504;13235;15057
3149;375;12718;15033;714;15014
3150;194;1011;2291;471;2234
3151;226;3855;13234;696;807
3152;5553;5580;1634;12776;11542
3153;2504;172;12745;2343;13074
3154;12810;130;66;2504;13243
3155;3917;5561;12776;13211;2202
3156;13205;5475;760;1135;2504
3157;595;575;2193;12109;12812
3158;2497;15049;276;15011;15063
3159;206;1136;15049;697;12817
3160;716;807;13;12208;1593
3161;13282;714;810;999;13207
3162;13080;172;12745;15050;12752
3163;13277;13243;12109;13201;13509
3164;114;696;708;5916;15061
3165;15014;172;708;2511;1119
3166;397;15061;2348;15063;5456
3167;13239;15049;13207;12932;159
3168;807;575;5561;13282;818
3169;13286;13234;13514;5553;15413
3170;12932;27;13275;648;15865
3171;2193;697;12929;5580;1608
3172;760;12208;114;15014;1140
3173;13243;114;696;166;15872
3174;999;5553;648;12098;13080
3175;13212;2489;12718;2504;15147
3176;15029;12803;697;12752;242
3177;818;5620;13277;15053;12179
3178;15865;716;12709;223;13229
3179;12716;223;5620;2504;13229
3180;12929;45;12208;2234;2193
3181;910;575;809;2371;1119
3182;2489;5916;1143;914;12745
3183;13201;1136;12932;2514;716
3184;813;13201;5456;11542;12793
3185;637;527;12711;713;15053
3186;2517;1593;12793;810;691
3187;15415;13229;12711;13236;15052
3188;12098;12783;13;5580;102
3189;15011;813;5561;12745;2214
3190;691;13275;13278;13276;5553
3191;697;11542;3917;2214;15033
3192;2208;13517;13229;15063;194
3193;13514;2291;13273;13510;5456
3194;3855;648;15049;12729;375
3195;2208;13224;13509;2354;15071
3196;13275;13517;15050;1109;12930
3197;13239;13215;2202;12745;537
3198;12098;15071;760;12171;155
3199;13215;12718;5553;2354;1135
3200;13277;13241;12720;13078;15014
3201;12929;15057;12208;2214;3855
3202;637;1634;818;15865;631
3203;12718;716;13078;1109;166
3204;12734;1619;13282;691;12171
3205;12721;15050;15049;3855;226
3206;276;92;817;5594;12709
3207;13080;12814;375;691;471
3208;276;602;12171;754;13217
3209;13241;13275;12812;713;12721
3210;337;716;5504;15011;92
3211;691;130;1014;15011;696
3212;2355;713;12179;13243;12721
3213;2348;1110;5456;5475;2321
3214;3917;999;2348;13274;2214
3215;2234;2371;15403;15057;15032
3216;1112;12817;66;817;12752
3217;15071;13205;3859;754;13275
3218;12790;5553;697;2497;12814
3219;15057;766;697;3917;1109
3220;1014;1135;375;12797;13277
3221;65;2514;13241;2371;2348
3222;12718;537;13286;1136;910
3223;1140;223;637;714;15029
3224;1014;1634;13509;375;337
3225;12932;1049;337;1634;102
3226;375;2514;818;13217;15057
3227;243;1119;13277;1136;13517
3228;716;15032;754;602;13241
3229;2371;13215;12718;13235;15057
3230;15413;2214;13222;13276;12932
3231;13292;190;15029;13286;15415
3232;648;13207;15071;5584;575
3233;754;15065;13224;2516;471
3234;337;15063;159;15071;12720
3235;92;2193;12745;12109;1630
3236;999;575;12793;754;13239
3237;13276;697;12803;102;13205
3238;15053;13277;13509;12716;5553
3239;13509;13207;243;5916;13205
3240;713;15050;243;5504;12810
3241;471;12930;13078;130;2234
3242;810;527;13235;13228;13274
3243;2516;1011;1112;537;753
3244;13278;15147;5916;1136;15071
3245;167;397;713;155;2193
3246;13275;436;13217;818;167
3247;15147;5620;1011;15053;13080
3248;753;12797;13215;12721;818
3249;15415;13074;13274;276;15029
3250;527;13078;754;5584;194
3251;12098;12812;2291;12803;13243
3252;13212;15051;12745;13235;13201
3253;754;15061;5594;914;12208
3254;13231;2516;66;12754;12817
3255;691;13514;13241;13509;13510
3256;15415;155;13277;2504;697
3257;3917;1014;13221;5584;194
3258;13275;12752;13231;1122;1110
3259;15064;3917;206;13276;12803
3260;1011;2504;12208;12783;13241
3261;766;1110;2291;2193;2517
3262;13239;167;15061;1593;13286
3263;15030;13243;45;12179;754
3264;2348;809;15063;602;15011
3265;12817;13282;445;1143;602
3266;15057;15030;12810;13231;708
3267;13514;595;15049;159;13224
3268;809;1136;12208;27;13205
3269;2343;15865;754;13278;2234
3270;12098;537;807;15050;5584
3271;5601;5561;15071;13234;12790
3272;12209;3917;66;12812;13241
3273;12734;2208;375;1634;12716
3274;1593;471;12716;12793;12208
3275;817;1593;15049;15872;66
3276;1112;807;810;15057;809
3277;691;537;1634;1049;1011
3278;13;15403;12711;15064;13243
3279;13207;12179;1014;155;5456
3280;1136;12179;13275;13229;13292
3281;27;1049;12817;1014;2489
3282;809;2511;12790;2234;12208
3283;2214;15032;445;65;15865
3284;696;15071;810;12734;1634
3285;631;13215;2202;12674;12734
3286;12209;810;13282;194;276
3287;15051;754;65;716;13282
3288;436;13292;5594;13276;3917
3289;12734;13229;691;15872;5504
3290;754;12930;999;13231;15051
3291;1109;12803;13273;13241;13278
3292;13;1109;13231;166;1619
3293;12711;12709;15011;2354;766
3294;167;5580;223;27;12208
3295;13236;3859;12790;15415;13231
3296;397;1122;2371;92;166
3297;2514;167;13276;445;1014
3298;2497;13078;696;2234;13224
3299;15032;456;13278;13277;2214
3300;15014;13509;817;5456;13277
3301;2343;159;2354;2511;12776
3302;190;15071;13211;242;15403
3303;716;760;527;12710;92
3304;456;12721;691;12710;226
3305;172;456;1608;130;206
3306;15032;1634;714;397;754
3307;2234;2504;999;714;13207
3308;12729;537;15030;12109;3859
3309;15071;242;15063;1608;1014
3310;15413;910;13278;1011;13224
3311;602;5916;15147;13201;12674
3312;2511;226;167;15049;15872
3313;1049;13510;166;12814;3917
3314;243;1619;166;1119;172
3315;12729;15413;12710;12745;13224
3316;13282;753;1135;813;13275
3317;12171;1630;5456;13217;12745
3318;12720;2234;810;13211;2511
3319;92;242;15053;13205;807
3320;2343;13080;13074;713;5601
3321;13286;1136;12930;13;2343
3322;13286;527;5553;12208;13241
3323;12810;12171;999;12718;13243
3324;5456;223;12790;471;1634
3325;5580;13229;15051;12711;1634
3326;2516;15413;12710;1619;159
3327;1122;5594;1608;817;5561
3328;2321;813;1135;713;910
3329;754;12721;537;12729;2371
3330;12745;631;15052;13074;206
3331;13217;697;13278;13275;754
3332;714;2517;2193;691;13201
3333;691;130;1119;12711;5916
3334;375;12803;13205;15029;12797
3335;12930;15064;631;999;15011
3336;2354;15011;2514;13201;13212
3337;12710;818;12793;2511;15063
3338;12209;13207;714;92;648
3339;2348;66;2516;13212;3917
3340;12720;375;15147;15029;12810
3341;13277;12797;13221;2517;12776
3342;691;12716;527;713;13278
3343;910;166;13080;13207;2354
3344;1112;5561;2343;194;910
3345;12710;15064;12929;15053;1011
3346;13276;12817;13241;12710;114
3347;648;12793;753;243;15014
3348;375;190;15014;753;15029
3349;15011;102;12752;754;1143
3350;15872;226;3859;2348;12790
3351;12208;12209;66;15049;5456
3352;2214;637;1140;527;13509
3353;12812;13205;102;13078;716
3354;2343;13235;708;12710;13510
3355;2354;2497;159;1143;190
3356;45;436;12109;13510;13217
3357;12710;167;12179;12790;12711
3358;1143;276;13275;13243;2321
3359;999;12171;813;5620;754
3360;5561;1619;242;5475;595
3361;397;2202;167;12790;2321
3362;1140;13236;13229;753;194
3363;999;2511;12790;13273;1634
3364;813;194;226;13286;13221
3365;754;12711;2514;713;12932
3366;5553;92;13215;15147;13243
3367;807;15872;15030;13;337
3368;15057;159;15413;1110;1112
3369;226;436;5580;66;2354
3370;2354;12814;13074;1140;12817
3371;65;15063;13211;337;2348
3372;337;696;910;65;66
3373;15050;12109;15052;13212;2371
3374;12179;12783;602;813;999
3375;15033;13510;753;809;15403
3376;12734;13286;5601;3859;15065
3377;5504;2371;436;15413;1593
3378;13274;12710;2511;2343;15403
3379;2193;13509;471;3859;13211
3380;637;159;12793;2517;445
3381;13277;12752;12171;12930;5916
3382;1119;807;1011;2291;13205
3383;12729;206;12790;13241;114
3384;15415;12752;15011;12776;910
3385;714;12803;5504;15014;2504
3386;697;13274;13243;13292;15011
3387;631;13236;130;1011;753
3388;15061;12716;397;13517;15050
3389;13230;2489;2354;1014;12710
3390;817;2214;2208;12171;13286
3391;102;760;226;910;914
3392;13235;13278;637;5580;2514
3393;13509;13;12814;2193;12790
3394;5553;92;15061;12734;696
3395;13275;631;12709;3917;13231
3396;456;691;12718;13231;2497
3397;12932;910;397;12720;5456
3398;13212;13273;15052;65;2354
3399;130;2354;12812;910;15049
3400;436;1112;2291;2355;15403
3401;12932;242;1608;2348;166
3402;12718;13509;1135;243;12729
3403;15051;456;15061;130;1122
3404;766;15064;12930;159;15147
3405;2321;575;13235;648;12709
3406;2514;807;13277;575;15011
3407;13275;2321;172;2202;15011
3408;13236;5594;226;12810;13228
3409;15033;1143;15071;2517;12797
3410;471;436;15071;716;696
3411;15052;1136;167;2497;2514
3412;12734;809;2489;2348;2193
3413;602;713;13205;1593;637
3414;1122;2208;760;15413;15030
3415;159;13205;1112;13292;15053
3416;243;155;13222;1049;92
3417;397;15061;12710;12797;242
3418;12718;2234;13276;5601;15052
3419;12783;631;5553;102;1608
3420;716;527;172;760;190
3421;15872;2354;15413;1608;12098
3422;2497;5475;102;13282;754
3423;436;760;15052;12793;92
3424;697;12810;65;15029;223
3425;13236;760;12716;15014;637
3426;537;716;13292;92;2511
3427;813;12209;2343;13275;190
3428;12674;13217;2214;12783;12797
3429;436;12776;155;243;13273
3430;15872;12710;130;999;13080
3431;12208;2291;13231;13230;13517
3432;226;12720;818;456;5553
3433;13211;15415;13224;1634;813
3434;1109;13201;12803;12814;1135
3435;15051;15057;15050;2355;65
3436;15051;12674;15065;13292;1593
3437;242;226;15030;13277;66
3438;13510;12208;13273;15413;13286
3439;12674;375;13509;12208;12790
3440;2489;2516;3917;1014;194
3441;1049;602;1122;15053;5594
3442;2291;631;817;445;12716
3443;5456;15061;766;13221;5601
3444;13215;12098;1143;92;12710
3445;760;2371;13222;2321;12776
3446;15011;12209;397;813;13212
3447;1136;12812;12752;5594;243
3448;194;15415;12729;15147;13080
3449;2291;130;243;12752;2321
3450;223;1136;12929;2208;631
3451;15071;15029;12783;13274;15051
3452;813;708;5504;575;12929
3453;2355;226;13222;3917;12710
3454;1140;172;13201;691;13217
3455;436;456;12790;1014;2321
3456;1619;242;5580;809;2504
3457;13222;13510;910;13078;13282
3458;12810;648;15029;1109;13229
3459;691;12812;13273;12718;1049
3460;12716;15872;15865;1634;13243
3461;13207;13286;2321;12803;13292
3462;166;15872;13222;12929;12674
3463;15011;2348;2497;15029;1634
3464;537;15014;166;818;456
3465;2504;1136;13222;15033;2291
3466;5456;155;2234;5594;13273
3467;13080;12711;102;13228;12814
3468;595;13228;760;716;15147
3469;754;12776;13205;13274;12709
3470;1630;809;13078;15057;102
3471;12814;818;15865;15050;1634
3472;13277;2321;12718;12710;337
3473;12209;13517;2355;194;12709
3474;12745;12179;13235;15053;12752
3475;12711;15415;637;226;575
3476;12932;2291;276;5475;2511
3477;2321;13;15063;12752;12729
3478;12817;12718;12208;2234;12711
3479;12721;12710;1608;13222;2193
3480;2517;12710;15053;1112;15061
3481;13224;13230;13207;12752;12734
3482;13207;754;999;13224;12674
3483;12721;716;753;637;3917
3484;2291;226;2214;13230;5561
3485;12797;2517;15049;13215;13221
3486;5916;445;12790;809;15147
3487;1634;2348;12776;999;2371
3488;375;5916;1634;1122;602
3489;436;15071;12710;15029;15053
3490;818;1634;190;5561;15063
3491;12776;12716;13243;537;2208
3492;12711;818;13510;2343;3859
3493;5553;5584;13234;2371;5504
3494;537;1109;13205;5475;2504
3495;13234;15011;12710;15053;12797
3496;13230;13292;12817;766;999
3497;155;12710;12790;194;5594
3498;223;155;2354;15014;807
3499;15064;12817;12929;753;713
3500;337;12803;648;2193;242
3501;223;436;12718;5456;13275
3502;12752;2348;15872;12776;13243
3503;15063;2489;66;2291;13235
3504;602;1140;15030;12710;1014
3505;13510;708;190;436;13276
3506;13215;12812;708;2234;5504
3507;818;2371;602;2202;1119
3508;817;2193;12752;766;15415
3509;226;13277;12171;12745;2234
3510;45;5594;13274;760;12932
3511;13277;223;15071;13234;15030
3512;13228;12932;436;5620;2214
3513;648;1119;12810;15872;2371
3514;206;2497;810;12208;13277
3515;15872;15865;12817;2514;1119
3516;2355;12817;155;12674;15029
3517;12932;12098;631;1011;1143
3518;226;914;708;65;206
3519;12754;12710;5456;2343;166
3520;12929;1619;1122;12720;13212
3521;13241;13274;1593;223;1634
3522;15030;5475;1049;2291;13514
3523;12710;436;27;226;11542
3524;92;13221;15064;166;12711
3525;13205;1122;648;13517;2348
3526;155;13236;575;13080;13222
3527;13292;12674;13074;13230;12803
3528;12745;12720;648;12797;12718
3529;602;13230;2193;12810;15872
3530;2497;13074;754;631;12109
3531;13509;13274;12709;45;226
3532;1110;2208;456;753;537
3533;637;13509;12171;714;166
3534;2504;15071;12932;114;15063
3535;15053;15049;1011;2193;13221
3536;12098;13224;190;807;595
3537;15064;5504;276;2202;760
3538;12710;15011;12752;753;595
3539;1143;159;12171;5594;2234
3540;2511;15053;807;242;753
3541;3859;5475;27;714;12709
3542;714;12179;1136;13236;13235
3543;1122;1630;2514;375;12674
3544;276;13211;13286;13217;15413
3545;155;15011;15032;1630;13274
3546;13;11542;15065;1593;15051
3547;13276;13222;13243;3855;12929
3548;456;15032;1110;12783;537
3549;15872;13273;12098;15011;27
3550;12812;2371;5601;714;5456
3551;12817;242;5580;2355;13230
3552;15064;445;65;12932;15415
3553;810;172;2504;3859;15413
